side,clamp,cut_primary,ratio_bucket,gap_bucket,exit_gap_bucket,depth_bucket,rank_bucket,keys,eval_mass,rescued_keys,rescued_mass,drawres_keys,drawres_mass,dead_keys,dead_mass,resbefore_keys,resbefore_mass
OR,0,0,0,0,5,0,2,73,11814699,6,2029007,0,0,67,9785692,0,0
AND,1,0,0,0,5,0,2,45,143228,0,0,0,0,45,143228,0,0
OR,1,1,0,4,5,0,2,1,693208,0,0,0,0,1,693208,0,0
AND,0,0,0,5,5,0,2,1,1054,0,0,0,0,1,1054,0,0
AND,1,0,0,5,5,0,2,2,1412,0,0,0,0,2,1412,0,0
AND,1,1,0,5,5,0,2,11,42852,0,0,0,0,11,42852,0,0
OR,1,0,2,5,5,0,2,1,5130886,0,0,0,0,1,5130886,0,0
OR,1,0,4,5,5,0,2,1,1959,1,1959,0,0,0,0,0,0
AND,1,0,5,5,5,0,2,33,532219,3,31133,0,0,30,501086,0,0
AND,0,0,0,0,6,0,2,38,108425097,1,30798203,0,0,37,77626894,0,0
OR,1,1,0,1,0,1,2,10,6080,1,298,0,0,9,5782,0,0
OR,1,1,0,2,0,1,2,13,5373,0,0,0,0,13,5373,0,0
OR,1,1,1,2,0,1,2,9,6755,0,0,0,0,9,6755,0,0
OR,1,1,0,3,0,1,2,12,9575,0,0,0,0,12,9575,0,0
AND,1,1,0,4,0,1,2,8,1470,0,0,0,0,8,1470,0,0
OR,1,1,0,4,0,1,2,44,158330,1,122550,0,0,43,35780,0,0
OR,1,1,1,4,0,1,2,52,48029,0,0,0,0,52,48029,0,0
OR,1,1,3,4,0,1,2,6,5754,0,0,0,0,6,5754,0,0
AND,1,1,0,5,0,1,2,23,12564,0,0,0,0,23,12564,0,0
OR,1,1,0,5,0,1,2,4,3941,0,0,0,0,4,3941,0,0
AND,1,1,1,5,0,1,2,2,689,0,0,0,0,2,689,0,0
OR,1,1,1,5,0,1,2,25,79778,0,0,0,0,25,79778,0,0
OR,1,1,2,5,0,1,2,26,18481,0,0,0,0,26,18481,0,0
OR,1,1,3,5,0,1,2,4,2830,0,0,0,0,4,2830,0,0
OR,1,1,4,5,0,1,2,34,28325,0,0,0,0,34,28325,0,0
OR,1,1,0,1,1,1,2,8,4915,1,1934,0,0,7,2981,0,0
OR,1,1,0,2,1,1,2,28,10723,0,0,0,0,28,10723,0,0
OR,1,1,1,2,1,1,2,1,1107,0,0,0,0,1,1107,0,0
OR,1,1,0,3,1,1,2,36,16089,0,0,0,0,36,16089,0,0
AND,1,1,0,4,1,1,2,8,2437,0,0,0,0,8,2437,0,0
OR,1,1,0,4,1,1,2,85,59674,0,0,0,0,85,59674,0,0
OR,1,1,1,4,1,1,2,27,17306,0,0,0,0,27,17306,0,0
OR,1,1,2,4,1,1,2,1,1124,0,0,0,0,1,1124,0,0
AND,1,1,0,5,1,1,2,12,9070,0,0,0,0,12,9070,0,0
OR,1,1,0,5,1,1,2,4,2328,0,0,0,0,4,2328,0,0
AND,1,1,1,5,1,1,2,3,3276,0,0,0,0,3,3276,0,0
OR,1,1,1,5,1,1,2,34,30347,0,0,0,0,34,30347,0,0
AND,1,1,2,5,1,1,2,2,2543,0,0,0,0,2,2543,0,0
OR,1,1,2,5,1,1,2,19,14594,0,0,0,0,19,14594,0,0
AND,1,1,3,5,1,1,2,1,2,0,0,0,0,1,2,0,0
OR,1,1,3,5,1,1,2,6,10656,0,0,0,0,6,10656,0,0
OR,1,1,4,5,1,1,2,11,17018,0,0,0,0,11,17018,0,0
OR,1,1,0,1,2,1,2,1,727,0,0,0,0,1,727,0,0
OR,1,1,0,2,2,1,2,66,28927,0,0,0,0,66,28927,0,0
OR,1,1,0,3,2,1,2,23,9118,0,0,0,0,23,9118,0,0
AND,1,1,0,4,2,1,2,3,2784,0,0,0,0,3,2784,0,0
OR,1,1,0,4,2,1,2,162,143944,0,0,0,0,162,143944,0,0
OR,1,1,1,4,2,1,2,13,13917,0,0,0,0,13,13917,0,0
OR,1,1,2,4,2,1,2,3,1226,0,0,0,0,3,1226,0,0
AND,1,1,0,5,2,1,2,16,8113,0,0,0,0,16,8113,0,0
OR,1,1,0,5,2,1,2,12,8120,0,0,0,0,12,8120,0,0
OR,1,1,1,5,2,1,2,83,268393,0,0,0,0,83,268393,0,0
AND,1,1,2,5,2,1,2,1,2,0,0,0,0,1,2,0,0
OR,1,1,2,5,2,1,2,22,14426,0,0,0,0,22,14426,0,0
OR,1,1,3,5,2,1,2,7,7993,0,0,0,0,7,7993,0,0
OR,1,1,4,5,2,1,2,1,342,0,0,0,0,1,342,0,0
OR,1,1,0,2,3,1,2,26,11374,0,0,0,0,26,11374,0,0
OR,1,1,0,3,3,1,2,23,7195,0,0,0,0,23,7195,0,0
AND,1,1,0,4,3,1,2,6,1166,0,0,0,0,6,1166,0,0
OR,1,1,0,4,3,1,2,128,69488,0,0,0,0,128,69488,0,0
OR,1,1,1,4,3,1,2,8,5504,0,0,0,0,8,5504,0,0
AND,1,1,0,5,3,1,2,17,6665,0,0,0,0,17,6665,0,0
OR,1,1,0,5,3,1,2,26,23906,0,0,0,0,26,23906,0,0
AND,1,1,1,5,3,1,2,1,388,0,0,0,0,1,388,0,0
OR,1,1,1,5,3,1,2,73,109170,0,0,0,0,73,109170,0,0
AND,1,1,2,5,3,1,2,4,510,0,0,0,0,4,510,0,0
OR,1,1,2,5,3,1,2,19,13947,0,0,0,0,19,13947,0,0
OR,1,1,3,5,3,1,2,1,454,0,0,0,0,1,454,0,0
OR,1,1,0,2,4,1,2,18,30998,0,0,0,0,18,30998,0,0
OR,1,1,0,3,4,1,2,20,6848,0,0,0,0,20,6848,0,0
AND,1,1,0,4,4,1,2,52,14731,0,0,0,0,52,14731,0,0
OR,1,1,0,4,4,1,2,648,519316,0,0,0,0,648,519316,0,0
OR,1,1,1,4,4,1,2,5,2296,0,0,0,0,5,2296,0,0
AND,1,1,0,5,4,1,2,118,66824,0,0,0,0,118,66824,0,0
OR,1,1,0,5,4,1,2,74,122593,0,0,0,0,74,122593,0,0
AND,1,1,1,5,4,1,2,38,26288,0,0,0,0,38,26288,0,0
OR,1,1,1,5,4,1,2,87,219585,0,0,0,0,87,219585,0,0
AND,1,1,2,5,4,1,2,9,2879,0,0,0,0,9,2879,0,0
OR,1,1,2,5,4,1,2,38,30069,1,646,0,0,37,29423,0,0
OR,1,1,3,5,4,1,2,1,843,0,0,0,0,1,843,0,0
AND,0,0,0,0,5,1,2,2231630,247023826,417,12356535,0,0,2231212,234667289,1,2
OR,0,0,0,0,5,1,2,120040,76899082,1147,8462376,0,0,118883,68436309,10,397
AND,1,0,0,0,5,1,2,37698,2779747,9,32603,0,0,37689,2747144,0,0
OR,1,0,0,0,5,1,2,8658,3092836,78,101020,0,0,8576,2991259,4,557
OR,1,1,0,0,5,1,2,5,3063,1,1308,0,0,4,1755,0,0
OR,0,0,0,1,5,1,2,31,31019,0,0,0,0,31,31019,0,0
OR,1,0,0,1,5,1,2,12,14500,0,0,0,0,12,14500,0,0
OR,1,1,0,1,5,1,2,7,10330,1,7278,0,0,6,3052,0,0
OR,0,0,3,1,5,1,2,2,1306,0,0,0,0,2,1306,0,0
OR,1,0,3,1,5,1,2,1,1821,1,1821,0,0,0,0,0,0
AND,0,0,0,2,5,1,2,2,14,0,0,0,0,2,14,0,0
OR,0,0,0,2,5,1,2,5,2110,0,0,0,0,5,2110,0,0
OR,1,0,0,2,5,1,2,7,5911,0,0,0,0,7,5911,0,0
OR,1,1,0,2,5,1,2,6,18245,0,0,0,0,6,18245,0,0
OR,0,0,1,2,5,1,2,59,53214,0,0,0,0,59,53214,0,0
OR,1,0,1,2,5,1,2,30,43399,0,0,0,0,30,43399,0,0
OR,1,1,1,2,5,1,2,6,4242,0,0,0,0,6,4242,0,0
OR,0,0,2,2,5,1,2,9,7909,1,3305,0,0,8,4604,0,0
OR,1,0,2,2,5,1,2,8,5308,3,2283,0,0,5,3025,0,0
OR,1,1,2,2,5,1,2,2,823,0,0,0,0,2,823,0,0
AND,0,0,0,3,5,1,2,1,188,0,0,0,0,1,188,0,0
OR,0,0,0,3,5,1,2,2,1300,0,0,0,0,2,1300,0,0
AND,1,0,0,3,5,1,2,1,6,0,0,0,0,1,6,0,0
OR,1,0,0,3,5,1,2,2,2247,0,0,0,0,2,2247,0,0
OR,1,1,0,3,5,1,2,8,3535,0,0,0,0,8,3535,0,0
OR,0,0,2,3,5,1,2,9,7085,0,0,0,0,9,7085,0,0
OR,1,0,2,3,5,1,2,22,11970,1,354,0,0,21,11616,0,0
OR,1,1,2,3,5,1,2,2,700,0,0,0,0,2,700,0,0
OR,0,0,3,3,5,1,2,19,19880,2,4469,0,0,17,15411,0,0
OR,1,0,3,3,5,1,2,5,2522,0,0,0,0,5,2522,0,0
OR,1,1,3,3,5,1,2,1,200,0,0,0,0,1,200,0,0
OR,0,0,4,3,5,1,2,6,4244,1,1588,0,0,5,2656,0,0
OR,1,0,4,3,5,1,2,1,589,0,0,0,0,1,589,0,0
AND,0,0,0,4,5,1,2,9,4212,0,0,0,0,9,4212,0,0
OR,0,0,0,4,5,1,2,13,53964,0,0,0,0,13,53964,0,0
AND,1,0,0,4,5,1,2,33,12366,0,0,0,0,33,12366,0,0
OR,1,0,0,4,5,1,2,40,48584,0,0,0,0,40,48584,0,0
AND,1,1,0,4,5,1,2,43,10019,0,0,0,0,43,10019,0,0
OR,1,1,0,4,5,1,2,314,280655,0,0,0,0,314,280655,0,0
OR,0,0,1,4,5,1,2,3,2430,0,0,0,0,3,2430,0,0
OR,1,0,1,4,5,1,2,48,52616,1,1552,0,0,47,51064,0,0
OR,1,1,1,4,5,1,2,32,28190,0,0,0,0,32,28190,0,0
OR,1,0,2,4,5,1,2,5,32932,0,0,0,0,5,32932,0,0
OR,0,0,3,4,5,1,2,7,5158,0,0,0,0,7,5158,0,0
OR,1,0,3,4,5,1,2,148,119922,2,7961,0,0,146,111961,0,0
OR,1,1,3,4,5,1,2,10,7742,0,0,0,0,10,7742,0,0
AND,0,0,4,4,5,1,2,1,7,0,0,0,0,1,7,0,0
OR,0,0,4,4,5,1,2,15,30591,0,0,0,0,15,30591,0,0
OR,1,0,4,4,5,1,2,267,231555,6,5173,0,0,261,226382,0,0
OR,1,1,4,4,5,1,2,22,27334,1,4100,0,0,21,23234,0,0
AND,0,0,0,5,5,1,2,49,43625,0,0,0,0,49,43625,0,0
OR,0,0,0,5,5,1,2,1,964,0,0,0,0,1,964,0,0
AND,1,0,0,5,5,1,2,62,62722,0,0,0,0,62,62722,0,0
OR,1,0,0,5,5,1,2,1,908,0,0,0,0,1,908,0,0
AND,1,1,0,5,5,1,2,905,489124,0,0,0,0,905,489124,0,0
OR,1,1,0,5,5,1,2,34,20219,0,0,0,0,34,20219,0,0
AND,0,0,1,5,5,1,2,5,4584,0,0,0,0,5,4584,0,0
AND,1,0,1,5,5,1,2,12,14777,0,0,0,0,12,14777,0,0
OR,1,0,1,5,5,1,2,8,7821,0,0,0,0,8,7821,0,0
AND,1,1,1,5,5,1,2,51,45588,0,0,0,0,51,45588,0,0
OR,1,1,1,5,5,1,2,29,28052,0,0,0,0,29,28052,0,0
AND,0,0,2,5,5,1,2,1,990,0,0,0,0,1,990,0,0
OR,0,0,2,5,5,1,2,5,5433,0,0,0,0,5,5433,0,0
AND,1,0,2,5,5,1,2,21,12252,0,0,0,0,21,12252,0,0
OR,1,0,2,5,5,1,2,76,69989,0,0,0,0,76,69989,0,0
AND,1,1,2,5,5,1,2,107,20111,1,2118,0,0,106,17993,0,0
OR,1,1,2,5,5,1,2,19,11910,0,0,0,0,19,11910,0,0
OR,0,0,3,5,5,1,2,3,136979,0,0,0,0,3,136979,0,0
AND,1,0,3,5,5,1,2,5,1618,0,0,0,0,5,1618,0,0
OR,1,0,3,5,5,1,2,48,168548,1,855,0,0,47,167693,0,0
AND,1,1,3,5,5,1,2,14,463,0,0,0,0,14,463,0,0
OR,1,1,3,5,5,1,2,13,9534,1,1614,0,0,12,7920,0,0
AND,0,0,4,5,5,1,2,1,1389,0,0,0,0,1,1389,0,0
OR,0,0,4,5,5,1,2,32,25843,0,0,0,0,32,25843,0,0
AND,1,0,4,5,5,1,2,5,2223,0,0,0,0,5,2223,0,0
OR,1,0,4,5,5,1,2,2014,2050926,16,21671,0,0,1998,2029255,0,0
AND,1,1,4,5,5,1,2,3,6,0,0,0,0,3,6,0,0
OR,1,1,4,5,5,1,2,106,86422,0,0,0,0,106,86422,0,0
AND,0,0,5,5,5,1,2,71,48010,1,60,0,0,70,47950,0,0
OR,0,0,5,5,5,1,2,8,6614,0,0,0,0,8,6614,0,0
AND,1,0,5,5,5,1,2,2675,656530,39,76938,0,0,2636,579592,0,0
OR,1,0,5,5,5,1,2,659,691155,6,6051,0,0,653,685104,0,0
OR,1,1,0,1,0,2,2,87,28207,1,142,0,0,86,28065,0,0
OR,1,1,0,2,0,2,2,47,13365,0,0,0,0,47,13365,0,0
OR,1,1,1,2,0,2,2,12,12721,1,6762,0,0,11,5959,0,0
OR,1,1,0,3,0,2,2,43,14065,0,0,0,0,43,14065,0,0
OR,1,1,2,3,0,2,2,3,1128,0,0,0,0,3,1128,0,0
AND,1,1,0,4,0,2,2,2,303,0,0,0,0,2,303,0,0
OR,1,1,0,4,0,2,2,62,36924,0,0,0,0,62,36924,0,0
OR,1,1,1,4,0,2,2,37,21346,0,0,0,0,37,21346,0,0
OR,1,1,2,4,0,2,2,11,4014,0,0,0,0,11,4014,0,0
OR,1,1,3,4,0,2,2,17,6789,0,0,0,0,17,6789,0,0
AND,1,1,0,5,0,2,2,20,4691,0,0,0,0,20,4691,0,0
OR,1,1,0,5,0,2,2,3,1837,0,0,0,0,3,1837,0,0
AND,1,1,1,5,0,2,2,1,24,0,0,0,0,1,24,0,0
OR,1,1,1,5,0,2,2,9,5679,0,0,0,0,9,5679,0,0
OR,1,1,2,5,0,2,2,23,12071,0,0,0,0,23,12071,0,0
OR,1,1,3,5,0,2,2,11,5209,0,0,0,0,11,5209,0,0
OR,1,1,4,5,0,2,2,39,27557,0,0,0,0,39,27557,0,0
OR,1,1,0,1,1,2,2,36,27070,2,15073,0,0,34,11997,0,0
OR,1,1,0,2,1,2,2,128,38938,0,0,0,0,128,38938,0,0
OR,1,1,1,2,1,2,2,6,2093,0,0,0,0,6,2093,0,0
OR,1,1,0,3,1,2,2,72,27393,0,0,0,0,72,27393,0,0
AND,1,1,0,4,1,2,2,4,614,0,0,0,0,4,614,0,0
OR,1,1,0,4,1,2,2,88,48971,0,0,0,0,88,48971,0,0
OR,1,1,1,4,1,2,2,47,23829,0,0,0,0,47,23829,0,0
OR,1,1,2,4,1,2,2,14,9949,1,2987,0,0,13,6962,0,0
OR,1,1,3,4,1,2,2,3,13885,0,0,0,0,3,13885,0,0
AND,1,1,0,5,1,2,2,19,4968,0,0,0,0,19,4968,0,0
OR,1,1,1,5,1,2,2,22,14113,0,0,0,0,22,14113,0,0
OR,1,1,2,5,1,2,2,11,8505,0,0,0,0,11,8505,0,0
OR,1,1,3,5,1,2,2,13,9827,0,0,0,0,13,9827,0,0
OR,1,1,4,5,1,2,2,11,8477,0,0,0,0,11,8477,0,0
OR,1,1,0,1,2,2,2,21,9133,0,0,0,0,21,9133,0,0
OR,1,1,0,2,2,2,2,169,52766,0,0,0,0,169,52766,0,0
OR,1,1,0,3,2,2,2,61,26276,0,0,0,0,61,26276,0,0
AND,1,1,0,4,2,2,2,3,218,0,0,0,0,3,218,0,0
OR,1,1,0,4,2,2,2,120,87149,0,0,0,0,120,87149,0,0
OR,1,1,1,4,2,2,2,36,20310,0,0,0,0,36,20310,0,0
OR,1,1,2,4,2,2,2,5,13912,1,12402,0,0,4,1510,0,0
AND,1,1,0,5,2,2,2,28,7350,0,0,0,0,28,7350,0,0
OR,1,1,0,5,2,2,2,4,3095,0,0,0,0,4,3095,0,0
AND,1,1,1,5,2,2,2,3,1075,0,0,0,0,3,1075,0,0
OR,1,1,1,5,2,2,2,49,47757,0,0,0,0,49,47757,0,0
AND,1,1,2,5,2,2,2,5,963,0,0,0,0,5,963,0,0
OR,1,1,2,5,2,2,2,6,2820,0,0,0,0,6,2820,0,0
OR,1,1,3,5,2,2,2,2,2525,0,0,0,0,2,2525,0,0
OR,1,1,4,5,2,2,2,1,522,0,0,0,0,1,522,0,0
OR,1,1,0,2,3,2,2,89,30018,0,0,0,0,89,30018,0,0
OR,1,1,0,3,3,2,2,49,14017,0,0,0,0,49,14017,0,0
AND,1,1,0,4,3,2,2,13,3341,0,0,0,0,13,3341,0,0
OR,1,1,0,4,3,2,2,134,75422,0,0,0,0,134,75422,0,0
OR,1,1,1,4,3,2,2,12,5706,0,0,0,0,12,5706,0,0
OR,1,1,2,4,3,2,2,3,1358,0,0,0,0,3,1358,0,0
AND,1,1,0,5,3,2,2,16,4713,0,0,0,0,16,4713,0,0
OR,1,1,0,5,3,2,2,2,1062,0,0,0,0,2,1062,0,0
AND,1,1,1,5,3,2,2,4,1985,0,0,0,0,4,1985,0,0
OR,1,1,1,5,3,2,2,36,29174,0,0,0,0,36,29174,0,0
AND,1,1,2,5,3,2,2,3,1097,0,0,0,0,3,1097,0,0
OR,1,1,2,5,3,2,2,10,5934,0,0,0,0,10,5934,0,0
OR,1,1,3,5,3,2,2,2,1297,0,0,0,0,2,1297,0,0
OR,1,1,0,2,4,2,2,66,20470,1,312,0,0,65,20158,0,0
OR,1,1,0,3,4,2,2,64,19294,0,0,0,0,64,19294,0,0
AND,1,1,0,4,4,2,2,60,11650,0,0,0,0,60,11650,0,0
OR,1,1,0,4,4,2,2,450,263363,0,0,0,0,450,263363,0,0
OR,1,1,1,4,4,2,2,25,13454,0,0,0,0,25,13454,0,0
AND,1,1,0,5,4,2,2,84,28535,1,4318,0,0,83,24217,0,0
OR,1,1,0,5,4,2,2,33,31038,0,0,0,0,33,31038,0,0
AND,1,1,1,5,4,2,2,61,25735,0,0,0,0,61,25735,0,0
OR,1,1,1,5,4,2,2,53,74398,0,0,0,0,53,74398,0,0
AND,1,1,2,5,4,2,2,2,295,0,0,0,0,2,295,0,0
OR,1,1,2,5,4,2,2,21,12812,0,0,0,0,21,12812,0,0
OR,1,1,3,5,4,2,2,2,1383,0,0,0,0,2,1383,0,0
AND,0,0,0,0,5,2,2,1649039,53922694,313,3890645,1,3295,1648725,50028754,0,0
OR,0,0,0,0,5,2,2,140002,26175703,1142,3209768,0,0,138833,22963317,27,2618
AND,1,0,0,0,5,2,2,57014,1593063,13,5238,0,0,57001,1587825,0,0
OR,1,0,0,0,5,2,2,24332,3963460,410,734827,0,0,23917,3228468,5,165
OR,1,1,0,0,5,2,2,21,12521,6,5283,0,0,15,7238,0,0
OR,0,0,0,1,5,2,2,16,9946,0,0,0,0,16,9946,0,0
OR,1,0,0,1,5,2,2,25,32089,1,21222,0,0,24,10867,0,0
OR,1,1,0,1,5,2,2,35,12282,0,0,0,0,35,12282,0,0
OR,0,0,3,1,5,2,2,17,14024,3,2716,0,0,14,11308,0,0
OR,1,0,3,1,5,2,2,5,3017,2,1101,0,0,3,1916,0,0
OR,0,0,0,2,5,2,2,13,5232,0,0,0,0,13,5232,0,0
OR,1,0,0,2,5,2,2,19,8126,0,0,0,0,19,8126,0,0
OR,1,1,0,2,5,2,2,26,9806,0,0,0,0,26,9806,0,0
OR,0,0,1,2,5,2,2,23,17153,0,0,0,0,23,17153,0,0
OR,1,0,1,2,5,2,2,24,13877,0,0,0,0,24,13877,0,0
OR,1,1,1,2,5,2,2,23,7964,1,425,0,0,22,7539,0,0
OR,0,0,2,2,5,2,2,30,14471,0,0,0,0,30,14471,0,0
OR,1,0,2,2,5,2,2,18,15316,0,0,0,0,18,15316,0,0
OR,1,1,2,2,5,2,2,7,2397,2,1115,0,0,5,1282,0,0
AND,0,0,0,3,5,2,2,1,173,0,0,0,0,1,173,0,0
OR,0,0,0,3,5,2,2,5,2278,0,0,0,0,5,2278,0,0
OR,1,0,0,3,5,2,2,17,9226,0,0,0,0,17,9226,0,0
OR,1,1,0,3,5,2,2,34,13266,0,0,0,0,34,13266,0,0
OR,0,0,2,3,5,2,2,4,2729,0,0,0,0,4,2729,0,0
OR,1,0,2,3,5,2,2,15,6802,0,0,0,0,15,6802,0,0
OR,1,1,2,3,5,2,2,6,2706,0,0,0,0,6,2706,0,0
OR,0,0,3,3,5,2,2,18,11815,0,0,0,0,18,11815,0,0
OR,1,0,3,3,5,2,2,72,25224,0,0,0,0,72,25224,0,0
OR,1,1,3,3,5,2,2,20,6609,2,796,0,0,18,5813,0,0
OR,0,0,4,3,5,2,2,3,5075,2,4659,0,0,1,416,0,0
OR,1,0,4,3,5,2,2,6,2814,1,62,0,0,5,2752,0,0
AND,0,0,0,4,5,2,2,5,2208,0,0,0,0,5,2208,0,0
OR,0,0,0,4,5,2,2,3,2053,0,0,0,0,3,2053,0,0
AND,1,0,0,4,5,2,2,39,13621,0,0,0,0,39,13621,0,0
OR,1,0,0,4,5,2,2,25,48199,0,0,0,0,25,48199,0,0
AND,1,1,0,4,5,2,2,93,17136,0,0,0,0,93,17136,0,0
OR,1,1,0,4,5,2,2,276,195200,1,3588,0,0,275,191612,0,0
OR,0,0,1,4,5,2,2,2,1195,0,0,0,0,2,1195,0,0
OR,1,0,1,4,5,2,2,69,93700,0,0,0,0,69,93700,0,0
OR,1,1,1,4,5,2,2,40,25750,0,0,0,0,40,25750,0,0
OR,0,0,2,4,5,2,2,1,33481,0,0,0,0,1,33481,0,0
OR,1,0,2,4,5,2,2,29,20213,1,2431,0,0,28,17782,0,0
OR,1,1,2,4,5,2,2,17,4977,0,0,0,0,17,4977,0,0
OR,0,0,3,4,5,2,2,15,9708,1,2038,0,0,14,7670,0,0
OR,1,0,3,4,5,2,2,228,169371,2,84136,0,0,226,85235,0,0
OR,1,1,3,4,5,2,2,47,20286,3,1974,0,0,44,18312,0,0
OR,0,0,4,4,5,2,2,19,4858,0,0,0,0,19,4858,0,0
OR,1,0,4,4,5,2,2,381,203981,2,692,0,0,378,202980,1,309
OR,1,1,4,4,5,2,2,52,96611,4,14758,0,0,48,81853,0,0
AND,0,0,0,5,5,2,2,20,22382,1,3546,0,0,19,18836,0,0
AND,1,0,0,5,5,2,2,33,14928,0,0,0,0,33,14928,0,0
AND,1,1,0,5,5,2,2,616,213075,3,11635,0,0,613,201440,0,0
OR,1,1,0,5,5,2,2,13,8161,0,0,0,0,13,8161,0,0
AND,0,0,1,5,5,2,2,4,3220,0,0,0,0,4,3220,0,0
OR,0,0,1,5,5,2,2,1,2195,0,0,0,0,1,2195,0,0
AND,1,0,1,5,5,2,2,10,6245,0,0,0,0,10,6245,0,0
OR,1,0,1,5,5,2,2,9,7744,0,0,0,0,9,7744,0,0
AND,1,1,1,5,5,2,2,87,44808,0,0,0,0,87,44808,0,0
OR,1,1,1,5,5,2,2,19,13808,0,0,0,0,19,13808,0,0
AND,0,0,2,5,5,2,2,1,468,0,0,0,0,1,468,0,0
AND,1,0,2,5,5,2,2,1,333,0,0,0,0,1,333,0,0
OR,1,0,2,5,5,2,2,38,29076,0,0,0,0,38,29076,0,0
AND,1,1,2,5,5,2,2,5,10,0,0,0,0,5,10,0,0
OR,1,1,2,5,5,2,2,10,5683,0,0,0,0,10,5683,0,0
AND,1,0,3,5,5,2,2,1,383,0,0,0,0,1,383,0,0
OR,1,0,3,5,5,2,2,35,30420,0,0,0,0,35,30420,0,0
OR,1,1,3,5,5,2,2,13,8200,0,0,0,0,13,8200,0,0
OR,0,0,4,5,5,2,2,4,2688,0,0,0,0,4,2688,0,0
OR,1,0,4,5,5,2,2,870,522249,19,37805,0,0,850,484100,1,344
OR,1,1,4,5,5,2,2,94,55640,0,0,0,0,94,55640,0,0
AND,0,0,5,5,5,2,2,20,3424,1,37,0,0,19,3387,0,0
AND,1,0,5,5,5,2,2,626,61849,8,12095,0,0,618,49754,0,0
OR,1,0,5,5,5,2,2,127,262161,7,189520,0,0,120,72641,0,0
OR,1,1,6,6,5,2,2,1,12859,0,0,0,0,1,12859,0,0
OR,1,1,0,1,0,3,2,26,23783,0,0,0,0,26,23783,0,0
OR,1,1,0,2,0,3,2,33,9397,0,0,0,0,33,9397,0,0
OR,1,1,1,2,0,3,2,13,4414,0,0,0,0,13,4414,0,0
OR,1,1,0,3,0,3,2,9,1977,0,0,0,0,9,1977,0,0
OR,1,1,2,3,0,3,2,8,4217,1,653,0,0,7,3564,0,0
AND,1,1,0,4,0,3,2,1,140,0,0,0,0,1,140,0,0
OR,1,1,1,4,0,3,2,3,871,0,0,0,0,3,871,0,0
OR,1,1,2,4,0,3,2,10,8305,0,0,0,0,10,8305,0,0
OR,1,1,3,4,0,3,2,27,14602,0,0,0,0,27,14602,0,0
AND,1,1,0,5,0,3,2,1,192,0,0,0,0,1,192,0,0
OR,1,1,3,5,0,3,2,3,856,0,0,0,0,3,856,0,0
OR,1,1,4,5,0,3,2,12,8533,0,0,0,0,12,8533,0,0
OR,1,1,0,1,1,3,2,15,46961,2,43181,0,0,13,3780,0,0
OR,1,1,0,2,1,3,2,34,8256,0,0,0,0,34,8256,0,0
OR,1,1,1,2,1,3,2,5,1999,0,0,0,0,5,1999,0,0
OR,1,1,0,3,1,3,2,17,5483,0,0,0,0,17,5483,0,0
OR,1,1,0,4,1,3,2,6,1562,0,0,0,0,6,1562,0,0
OR,1,1,1,4,1,3,2,5,1844,0,0,0,0,5,1844,0,0
OR,1,1,2,4,1,3,2,20,8221,0,0,0,0,20,8221,0,0
OR,1,1,3,4,1,3,2,8,7352,0,0,0,0,8,7352,0,0
AND,1,1,0,5,1,3,2,1,145,0,0,0,0,1,145,0,0
OR,1,1,3,5,1,3,2,5,1731,0,0,0,0,5,1731,0,0
OR,1,1,4,5,1,3,2,3,2079,0,0,0,0,3,2079,0,0
OR,1,1,0,1,2,3,2,9,2129,0,0,0,0,9,2129,0,0
OR,1,1,0,2,2,3,2,35,9041,0,0,0,0,35,9041,0,0
OR,1,1,0,3,2,3,2,17,4415,0,0,0,0,17,4415,0,0
OR,1,1,1,4,2,3,2,1,579,0,0,0,0,1,579,0,0
AND,1,1,0,5,2,3,2,2,129,0,0,0,0,2,129,0,0
AND,1,1,1,5,2,3,2,1,426,0,0,0,0,1,426,0,0
OR,1,1,4,5,2,3,2,1,787,0,0,0,0,1,787,0,0
OR,1,1,0,2,3,3,2,25,7467,0,0,0,0,25,7467,0,0
OR,1,1,0,3,3,3,2,5,899,0,0,0,0,5,899,0,0
OR,1,1,0,4,3,3,2,1,209,0,0,0,0,1,209,0,0
OR,1,1,1,4,3,3,2,1,252,0,0,0,0,1,252,0,0
AND,1,1,0,5,3,3,2,1,160,0,0,0,0,1,160,0,0
OR,1,1,2,5,3,3,2,1,620,0,0,0,0,1,620,0,0
OR,1,1,3,5,3,3,2,1,539,0,0,0,0,1,539,0,0
OR,1,1,0,2,4,3,2,24,8966,0,0,0,0,24,8966,0,0
OR,1,1,0,3,4,3,2,9,4789,0,0,0,0,9,4789,0,0
AND,1,1,0,4,4,3,2,1,163,0,0,0,0,1,163,0,0
OR,1,1,0,4,4,3,2,12,6123,0,0,0,0,12,6123,0,0
OR,1,1,1,4,4,3,2,1,644,0,0,0,0,1,644,0,0
AND,1,1,0,5,4,3,2,5,839,0,0,0,0,5,839,0,0
OR,1,1,1,5,4,3,2,1,750,0,0,0,0,1,750,0,0
OR,1,1,2,5,4,3,2,1,880,0,0,0,0,1,880,0,0
AND,0,0,0,0,5,3,2,202155,7124507,130,169693,0,0,202025,6954814,0,0
OR,0,0,0,0,5,3,2,10759,2921117,420,1162067,0,0,10327,1758670,12,380
AND,1,0,0,0,5,3,2,5040,137754,4,1450,0,0,5036,136304,0,0
