side,clamp,cut_primary,ratio_bucket,gap_bucket,exit_gap_bucket,depth_bucket,rank_bucket,keys,eval_mass,rescued_keys,rescued_mass,drawres_keys,drawres_mass,dead_keys,dead_mass,resbefore_keys,resbefore_mass
OR,1,1,3,5,4,3,0,1,584,0,0,0,0,1,584,0,0
AND,0,0,0,0,5,3,0,51989,5939375,510,1994964,10,9657,51467,3933682,2,1072
OR,0,0,0,0,5,3,0,3708,2300702,76,672497,0,0,3631,1628165,1,40
AND,1,0,0,0,5,3,0,912,89264,8,7848,0,0,904,81416,0,0
OR,1,0,0,0,5,3,0,2174,483870,53,82115,0,0,2121,401755,0,0
OR,1,1,0,0,5,3,0,26,41732,3,30758,0,0,23,10974,0,0
OR,1,1,0,1,5,3,0,17,4689,1,493,0,0,16,4196,0,0
OR,0,0,3,1,5,3,0,3,2181,0,0,0,0,3,2181,0,0
OR,1,0,3,1,5,3,0,3,435,0,0,0,0,3,435,0,0
OR,1,0,0,2,5,3,0,2,623,0,0,0,0,2,623,0,0
OR,1,1,0,2,5,3,0,4,2264,0,0,0,0,4,2264,0,0
OR,1,0,1,2,5,3,0,6,1050,0,0,0,0,6,1050,0,0
OR,1,1,1,2,5,3,0,8,1329,0,0,0,0,8,1329,0,0
OR,1,0,2,2,5,3,0,68,16516,0,0,0,0,68,16516,0,0
OR,1,1,2,2,5,3,0,39,11112,0,0,0,0,39,11112,0,0
OR,1,0,0,3,5,3,0,3,1212,0,0,0,0,3,1212,0,0
OR,1,1,0,3,5,3,0,8,4210,0,0,0,0,8,4210,0,0
OR,0,0,2,3,5,3,0,1,349,0,0,0,0,1,349,0,0
OR,1,0,2,3,5,3,0,2,850,0,0,0,0,2,850,0,0
OR,0,0,3,3,5,3,0,3,1154,0,0,0,0,3,1154,0,0
OR,1,0,3,3,5,3,0,25,10470,2,1524,0,0,23,8946,0,0
OR,1,1,3,3,5,3,0,3,606,0,0,0,0,3,606,0,0
OR,0,0,4,3,5,3,0,1,64,0,0,0,0,1,64,0,0
OR,1,0,4,3,5,3,0,7,8660,3,7109,0,0,4,1551,0,0
AND,0,0,0,4,5,3,0,1,187,0,0,0,0,1,187,0,0
AND,1,0,0,4,5,3,0,1,209,0,0,0,0,1,209,0,0
AND,1,1,0,4,5,3,0,8,861,0,0,0,0,8,861,0,0
OR,1,1,0,4,5,3,0,6,3682,0,0,0,0,6,3682,0,0
OR,0,0,1,4,5,3,0,1,1558,0,0,0,0,1,1558,0,0
OR,1,0,1,4,5,3,0,10,4903,0,0,0,0,10,4903,0,0
OR,1,1,1,4,5,3,0,2,483,0,0,0,0,2,483,0,0
OR,1,0,2,4,5,3,0,10,5786,0,0,0,0,10,5786,0,0
OR,1,1,2,4,5,3,0,9,2931,0,0,0,0,9,2931,0,0
OR,1,0,3,4,5,3,0,12,4752,0,0,0,0,12,4752,0,0
OR,1,1,3,4,5,3,0,3,1133,0,0,0,0,3,1133,0,0
OR,1,0,4,4,5,3,0,19,12413,0,0,0,0,19,12413,0,0
OR,1,1,4,4,5,3,0,1,197,0,0,0,0,1,197,0,0
AND,0,0,0,5,5,3,0,5,2112,0,0,0,0,5,2112,0,0
AND,1,0,0,5,5,3,0,2,438,0,0,0,0,2,438,0,0
AND,1,1,0,5,5,3,0,33,6975,0,0,0,0,33,6975,0,0
OR,1,1,0,5,5,3,0,1,462,0,0,0,0,1,462,0,0
AND,1,0,1,5,5,3,0,1,194,0,0,0,0,1,194,0,0
OR,1,0,4,5,5,3,0,2,794,0,0,0,0,2,794,0,0
OR,1,1,4,5,5,3,0,3,15145,0,0,0,0,3,15145,0,0
AND,0,0,5,5,5,3,0,5,6802,2,1059,0,0,3,5743,0,0
AND,1,0,5,5,5,3,0,59,34530,7,2663,2,678,50,31189,0,0
OR,1,1,0,1,0,4,0,18,7150,0,0,0,0,18,7150,0,0
OR,1,1,1,2,0,4,0,22,6791,2,1417,0,0,20,5374,0,0
OR,1,1,0,3,0,4,0,2,502,0,0,0,0,2,502,0,0
OR,1,1,2,3,0,4,0,7,3360,2,907,0,0,5,2453,0,0
OR,1,1,2,4,0,4,0,5,1197,0,0,0,0,5,1197,0,0
OR,1,1,3,4,0,4,0,5,1747,0,0,0,0,5,1747,0,0
AND,1,1,0,5,0,4,0,1,52,0,0,0,0,1,52,0,0
OR,1,1,3,5,0,4,0,1,1077,0,0,0,0,1,1077,0,0
OR,1,1,4,5,0,4,0,5,2945,0,0,0,0,5,2945,0,0
OR,1,1,0,1,1,4,0,12,4073,0,0,0,0,12,4073,0,0
OR,1,1,0,2,1,4,0,4,1006,0,0,0,0,4,1006,0,0
OR,1,1,1,2,1,4,0,15,4579,0,0,0,0,15,4579,0,0
OR,1,1,0,3,1,4,0,1,82,0,0,0,0,1,82,0,0
OR,1,1,2,4,1,4,0,9,5571,1,1997,0,0,8,3574,0,0
OR,1,1,3,4,1,4,0,2,1103,0,0,0,0,2,1103,0,0
OR,1,1,0,1,2,4,0,2,1437,0,0,0,0,2,1437,0,0
OR,1,1,0,3,2,4,0,7,1867,0,0,0,0,7,1867,0,0
OR,1,1,0,4,2,4,0,2,798,0,0,0,0,2,798,0,0
OR,1,1,1,4,2,4,0,1,594,0,0,0,0,1,594,0,0
OR,1,1,2,4,2,4,0,8,4745,0,0,0,0,8,4745,0,0
OR,1,1,0,2,3,4,0,12,10309,0,0,0,0,12,10309,0,0
OR,1,1,0,3,3,4,0,8,4176,0,0,0,0,8,4176,0,0
OR,1,1,1,4,3,4,0,2,774,0,0,0,0,2,774,0,0
OR,1,1,3,5,3,4,0,1,492,0,0,0,0,1,492,0,0
OR,1,1,0,2,4,4,0,7,2327,0,0,0,0,7,2327,0,0
OR,1,1,0,3,4,4,0,2,503,0,0,0,0,2,503,0,0
OR,1,1,0,4,4,4,0,2,276,0,0,0,0,2,276,0,0
AND,1,1,0,5,4,4,0,5,583,0,0,0,0,5,583,0,0
OR,1,1,3,5,4,4,0,1,491,0,0,0,0,1,491,0,0
AND,0,0,0,0,5,4,0,50437,4427866,320,1155519,3,388,50114,3271959,0,0
OR,0,0,0,0,5,4,0,983,1245059,52,353409,0,0,930,891407,1,243
AND,1,0,0,0,5,4,0,751,142696,1,63,0,0,750,142633,0,0
OR,1,0,0,0,5,4,0,2861,2927109,124,261782,0,0,2737,2665327,0,0
OR,1,1,0,0,5,4,0,152,172303,6,1715,0,0,146,170588,0,0
OR,1,0,0,1,5,4,0,1,24040,1,24040,0,0,0,0,0,0
OR,1,1,0,1,5,4,0,5,4810,0,0,0,0,5,4810,0,0
OR,0,0,3,1,5,4,0,2,1886,1,1661,0,0,1,225,0,0
OR,1,0,3,1,5,4,0,2,369,1,347,0,0,1,22,0,0
OR,1,0,1,2,5,4,0,1,333,0,0,0,0,1,333,0,0
OR,1,1,1,2,5,4,0,9,5208,1,678,0,0,8,4530,0,0
OR,1,0,2,2,5,4,0,28,13467,2,527,0,0,26,12940,0,0
OR,1,1,2,2,5,4,0,83,37467,5,4025,0,0,78,33442,0,0
OR,1,1,2,3,5,4,0,3,1572,0,0,0,0,3,1572,0,0
OR,1,0,3,3,5,4,0,6,3478,1,313,0,0,5,3165,0,0
OR,1,1,3,3,5,4,0,33,16454,0,0,0,0,33,16454,0,0
OR,1,0,4,3,5,4,0,15,11106,2,462,0,0,13,10644,0,0
AND,1,0,0,4,5,4,0,1,50,0,0,0,0,1,50,0,0
OR,1,0,2,4,5,4,0,1,228,0,0,0,0,1,228,0,0
OR,1,0,3,4,5,4,0,3,1785,0,0,0,0,3,1785,0,0
OR,1,1,3,4,5,4,0,9,6855,1,2369,0,0,8,4486,0,0
OR,1,0,4,4,5,4,0,6,4516,1,1035,0,0,5,3481,0,0
OR,1,1,4,4,5,4,0,3,5135,0,0,0,0,3,5135,0,0
AND,0,0,0,5,5,4,0,3,1446,0,0,0,0,3,1446,0,0
AND,1,0,0,5,5,4,0,1,2,0,0,0,0,1,2,0,0
AND,1,1,0,5,5,4,0,13,7489,2,9,0,0,11,7480,0,0
AND,1,1,3,5,5,4,0,1,4,0,0,0,0,1,4,0,0
OR,1,1,3,5,5,4,0,1,907,0,0,0,0,1,907,0,0
OR,1,0,4,5,5,4,0,2,2326,0,0,0,0,2,2326,0,0
OR,1,1,4,5,5,4,0,2,1546,0,0,0,0,2,1546,0,0
AND,0,0,5,5,5,4,0,10,16561,1,15838,0,0,9,723,0,0
AND,1,0,5,5,5,4,0,51,6577,2,4396,0,0,49,2181,0,0
OR,1,1,0,1,0,5,0,14,5185,0,0,0,0,14,5185,0,0
OR,1,1,1,2,0,5,0,14,8276,0,0,0,0,14,8276,0,0
OR,1,1,0,3,0,5,0,1,569,0,0,0,0,1,569,0,0
OR,1,1,2,3,0,5,0,6,2687,0,0,0,0,6,2687,0,0
OR,1,1,3,4,0,5,0,27,10855,0,0,0,0,27,10855,0,0
OR,1,1,0,1,1,5,0,5,1075,0,0,0,0,5,1075,0,0
OR,1,1,1,2,1,5,0,2,523,0,0,0,0,2,523,0,0
OR,1,1,0,1,2,5,0,6,2051,0,0,0,0,6,2051,0,0
OR,1,1,0,3,2,5,0,3,655,0,0,0,0,3,655,0,0
OR,1,1,1,4,2,5,0,1,1039,0,0,0,0,1,1039,0,0
OR,1,1,0,2,3,5,0,3,931,0,0,0,0,3,931,0,0
OR,1,1,0,3,3,5,0,3,1467,0,0,0,0,3,1467,0,0
OR,1,1,0,2,4,5,0,3,1609,0,0,0,0,3,1609,0,0
OR,1,1,0,3,4,5,0,1,256,0,0,0,0,1,256,0,0
AND,0,0,0,0,5,5,0,13084,555395,25,29837,0,0,13058,525556,1,2
OR,0,0,0,0,5,5,0,453,112785,7,739,0,0,446,112046,0,0
AND,1,0,0,0,5,5,0,171,2932,0,0,0,0,171,2932,0,0
OR,1,0,0,0,5,5,0,2002,794596,144,256608,0,0,1858,537988,0,0
OR,1,1,0,0,5,5,0,67,28868,1,211,0,0,66,28657,0,0
OR,1,1,0,1,5,5,0,5,21803,1,3200,0,0,4,18603,0,0
OR,1,0,1,2,5,5,0,2,556,0,0,0,0,2,556,0,0
OR,1,1,1,2,5,5,0,5,7145,1,891,0,0,4,6254,0,0
OR,1,0,2,2,5,5,0,15,6107,0,0,0,0,15,6107,0,0
OR,1,1,2,2,5,5,0,57,16175,1,303,0,0,56,15872,0,0
OR,1,1,2,3,5,5,0,2,1423,0,0,0,0,2,1423,0,0
OR,1,0,3,3,5,5,0,2,2585,0,0,0,0,2,2585,0,0
OR,1,1,3,3,5,5,0,10,4516,0,0,0,0,10,4516,0,0
OR,1,0,4,3,5,5,0,18,7526,0,0,0,0,18,7526,0,0
OR,1,1,2,4,5,5,0,3,1046,0,0,0,0,3,1046,0,0
OR,1,1,3,4,5,5,0,10,2935,0,0,0,0,10,2935,0,0
OR,1,0,4,4,5,5,0,4,1579,0,0,0,0,4,1579,0,0
OR,1,1,4,4,5,5,0,2,514,0,0,0,0,2,514,0,0
AND,1,1,0,5,5,5,0,2,19,0,0,0,0,2,19,0,0
AND,0,0,5,5,5,5,0,3,667,1,88,0,0,2,579,0,0
AND,1,0,5,5,5,5,0,13,94,0,0,0,0,13,94,0,0
OR,1,1,0,1,0,6,0,7,806,0,0,0,0,7,806,0,0
OR,1,1,1,2,0,6,0,3,339,0,0,0,0,3,339,0,0
OR,1,1,0,3,0,6,0,1,177,0,0,0,0,1,177,0,0
OR,1,1,1,4,0,6,0,1,201,0,0,0,0,1,201,0,0
AND,0,0,0,0,5,6,0,3133,12402,0,0,0,0,3133,12402,0,0
AND,1,0,0,0,5,6,0,12,29,0,0,0,0,12,29,0,0
OR,1,0,0,0,5,6,0,401,478675,230,201448,0,0,171,277227,0,0
OR,1,1,0,0,5,6,0,26,2471,0,0,0,0,26,2471,0,0
OR,1,1,2,2,5,6,0,5,853,0,0,0,0,5,853,0,0
OR,1,0,4,3,5,6,0,1,528,0,0,0,0,1,528,0,0
AND,1,0,5,5,5,6,0,1,3,0,0,0,0,1,3,0,0
AND,0,0,0,0,5,0,1,135,1537086,0,0,0,0,135,1537086,0,0
AND,1,0,0,0,5,0,1,1,28,0,0,0,0,1,28,0,0
AND,1,1,0,5,5,0,1,1,1218,0,0,0,0,1,1218,0,0
OR,1,1,0,2,0,1,1,1,157,0,0,0,0,1,157,0,0
OR,1,1,1,2,0,1,1,1,497,0,0,0,0,1,497,0,0
OR,1,1,2,3,0,1,1,1,248,0,0,0,0,1,248,0,0
AND,1,1,0,4,0,1,1,6,1297,0,0,0,0,6,1297,0,0
OR,1,1,0,4,0,1,1,1,483,0,0,0,0,1,483,0,0
OR,1,1,1,4,0,1,1,1,595,0,0,0,0,1,595,0,0
AND,1,1,0,5,0,1,1,5,3522,0,0,0,0,5,3522,0,0
OR,1,1,1,5,0,1,1,1,377,0,0,0,0,1,377,0,0
OR,1,1,2,5,0,1,1,1,886,0,0,0,0,1,886,0,0
OR,1,1,3,5,0,1,1,1,178,0,0,0,0,1,178,0,0
OR,1,1,0,3,1,1,1,1,555,0,0,0,0,1,555,0,0
AND,1,1,0,4,1,1,1,2,308,0,0,0,0,2,308,0,0
OR,1,1,0,4,1,1,1,7,5801,0,0,0,0,7,5801,0,0
OR,1,1,1,4,1,1,1,1,1018,0,0,0,0,1,1018,0,0
AND,1,1,0,5,1,1,1,5,1648,0,0,0,0,5,1648,0,0
OR,1,1,1,5,1,1,1,2,735,0,0,0,0,2,735,0,0
OR,1,1,2,5,1,1,1,1,599,0,0,0,0,1,599,0,0
OR,1,1,0,3,2,1,1,1,295,0,0,0,0,1,295,0,0
AND,1,1,0,4,2,1,1,3,478,0,0,0,0,3,478,0,0
OR,1,1,0,4,2,1,1,5,1928,0,0,0,0,5,1928,0,0
AND,1,1,0,5,2,1,1,5,5130,0,0,0,0,5,5130,0,0
OR,1,1,0,5,2,1,1,3,1749,0,0,0,0,3,1749,0,0
OR,1,1,1,5,2,1,1,5,4283,0,0,0,0,5,4283,0,0
OR,1,1,0,2,3,1,1,1,144,0,0,0,0,1,144,0,0
AND,1,1,0,4,3,1,1,5,1067,0,0,0,0,5,1067,0,0
OR,1,1,0,4,3,1,1,9,5133,0,0,0,0,9,5133,0,0
OR,1,1,1,4,3,1,1,1,2496,0,0,0,0,1,2496,0,0
AND,1,1,0,5,3,1,1,2,468,0,0,0,0,2,468,0,0
OR,1,1,1,5,3,1,1,3,2210,0,0,0,0,3,2210,0,0
OR,1,1,0,2,4,1,1,1,247,0,0,0,0,1,247,0,0
AND,1,1,0,4,4,1,1,10,2850,0,0,0,0,10,2850,0,0
OR,1,1,0,4,4,1,1,32,21824,0,0,0,0,32,21824,0,0
OR,1,1,1,4,4,1,1,1,1254,0,0,0,0,1,1254,0,0
AND,1,1,0,5,4,1,1,17,7841,0,0,0,0,17,7841,0,0
OR,1,1,0,5,4,1,1,1,620,0,0,0,0,1,620,0,0
AND,1,1,1,5,4,1,1,2,1045,0,0,0,0,2,1045,0,0
OR,1,1,1,5,4,1,1,1,547,0,0,0,0,1,547,0,0
OR,1,1,2,5,4,1,1,3,1588,0,0,0,0,3,1588,0,0
AND,0,0,0,0,5,1,1,111209,31251121,52,2483982,0,0,111157,28767139,0,0
OR,0,0,0,0,5,1,1,2405,882856,12,21052,0,0,2393,861804,0,0
AND,1,0,0,0,5,1,1,1547,115873,0,0,0,0,1547,115873,0,0
OR,1,0,0,0,5,1,1,97,15373,0,0,0,0,97,15373,0,0
OR,0,0,0,2,5,1,1,1,405,0,0,0,0,1,405,0,0
OR,1,0,0,2,5,1,1,1,346,0,0,0,0,1,346,0,0
OR,0,0,0,3,5,1,1,2,1632,0,0,0,0,2,1632,0,0
OR,1,0,0,3,5,1,1,1,604,0,0,0,0,1,604,0,0
AND,0,0,0,4,5,1,1,1,422,0,0,0,0,1,422,0,0
AND,1,0,0,4,5,1,1,4,4444,0,0,0,0,4,4444,0,0
AND,1,1,0,4,5,1,1,9,1747,0,0,0,0,9,1747,0,0
OR,1,1,0,4,5,1,1,14,8160,0,0,0,0,14,8160,0,0
OR,1,1,1,4,5,1,1,2,7482,0,0,0,0,2,7482,0,0
OR,1,0,3,4,5,1,1,1,293,0,0,0,0,1,293,0,0
OR,0,0,4,4,5,1,1,1,840,0,0,0,0,1,840,0,0
OR,1,0,4,4,5,1,1,3,980,0,0,0,0,3,980,0,0
AND,0,0,0,5,5,1,1,2,29,0,0,0,0,2,29,0,0
AND,1,0,0,5,5,1,1,6,5058,0,0,0,0,6,5058,0,0
AND,1,1,0,5,5,1,1,94,34240,0,0,0,0,94,34240,0,0
OR,1,1,0,5,5,1,1,2,1664,0,0,0,0,2,1664,0,0
AND,1,1,1,5,5,1,1,3,752,0,0,0,0,3,752,0,0
OR,0,0,2,5,5,1,1,1,817,0,0,0,0,1,817,0,0
OR,1,0,2,5,5,1,1,7,4990,0,0,0,0,7,4990,0,0
AND,1,1,2,5,5,1,1,1,3161,0,0,0,0,1,3161,0,0
OR,1,1,2,5,5,1,1,1,454,0,0,0,0,1,454,0,0
OR,1,0,4,5,5,1,1,30,45322,0,0,0,0,30,45322,0,0
AND,1,0,5,5,5,1,1,13,1207,0,0,0,0,13,1207,0,0
OR,1,0,5,5,5,1,1,7,8101,0,0,0,0,7,8101,0,0
OR,1,1,0,2,0,2,1,4,803,0,0,0,0,4,803,0,0
OR,1,1,0,3,0,2,1,3,478,0,0,0,0,3,478,0,0
AND,1,1,0,4,0,2,1,4,617,0,0,0,0,4,617,0,0
OR,1,1,1,4,0,2,1,3,1358,0,0,0,0,3,1358,0,0
OR,1,1,3,4,0,2,1,1,282,0,0,0,0,1,282,0,0
AND,1,1,1,5,0,2,1,1,1437,0,0,0,0,1,1437,0,0
OR,1,1,0,2,1,2,1,4,1384,0,0,0,0,4,1384,0,0
OR,1,1,0,3,1,2,1,3,614,0,0,0,0,3,614,0,0
AND,1,1,0,4,1,2,1,3,465,0,0,0,0,3,465,0,0
OR,1,1,0,4,1,2,1,2,1132,0,0,0,0,2,1132,0,0
OR,1,1,1,4,1,2,1,2,1388,0,0,0,0,2,1388,0,0
AND,1,1,0,5,1,2,1,4,927,0,0,0,0,4,927,0,0
OR,1,1,0,5,1,2,1,1,122,0,0,0,0,1,122,0,0
OR,1,1,1,5,1,2,1,1,776,0,0,0,0,1,776,0,0
OR,1,1,0,2,2,2,1,5,913,0,0,0,0,5,913,0,0
OR,1,1,0,3,2,2,1,4,643,0,0,0,0,4,643,0,0
AND,1,1,0,4,2,2,1,1,126,0,0,0,0,1,126,0,0
OR,1,1,0,4,2,2,1,1,761,0,0,0,0,1,761,0,0
OR,1,1,1,4,2,2,1,1,911,0,0,0,0,1,911,0,0
AND,1,1,0,5,2,2,1,7,1406,0,0,0,0,7,1406,0,0
AND,1,1,1,5,2,2,1,1,15,0,0,0,0,1,15,0,0
OR,1,1,1,5,2,2,1,1,897,0,0,0,0,1,897,0,0
OR,1,1,2,5,2,2,1,1,283,0,0,0,0,1,283,0,0
OR,1,1,0,2,3,2,1,4,1108,0,0,0,0,4,1108,0,0
AND,1,1,0,4,3,2,1,2,303,0,0,0,0,2,303,0,0
OR,1,1,0,4,3,2,1,1,424,0,0,0,0,1,424,0,0
AND,1,1,0,5,3,2,1,3,514,0,0,0,0,3,514,0,0
OR,1,1,1,5,3,2,1,1,746,0,0,0,0,1,746,0,0
OR,1,1,0,2,4,2,1,4,1012,0,0,0,0,4,1012,0,0
AND,1,1,0,4,4,2,1,28,3289,0,0,0,0,28,3289,0,0
OR,1,1,0,4,4,2,1,21,10090,0,0,0,0,21,10090,0,0
OR,1,1,1,4,4,2,1,1,639,0,0,0,0,1,639,0,0
AND,1,1,0,5,4,2,1,23,8329,0,0,0,0,23,8329,0,0
OR,1,1,0,5,4,2,1,3,1398,0,0,0,0,3,1398,0,0
AND,1,1,1,5,4,2,1,9,4610,0,0,0,0,9,4610,0,0
OR,1,1,1,5,4,2,1,1,490,0,0,0,0,1,490,0,0
OR,1,1,3,5,4,2,1,1,677,0,0,0,0,1,677,0,0
AND,0,0,0,0,5,2,1,204639,7960041,48,470320,1,13668,204590,7476053,0,0
OR,0,0,0,0,5,2,1,1102,204182,12,579,0,0,1089,203575,1,28
AND,1,0,0,0,5,2,1,6735,186180,0,0,0,0,6735,186180,0,0
OR,1,0,0,0,5,2,1,92,8172,3,182,0,0,89,7990,0,0
OR,1,1,0,1,5,2,1,2,630,0,0,0,0,2,630,0,0
OR,1,0,0,2,5,2,1,1,636,0,0,0,0,1,636,0,0
OR,1,1,0,2,5,2,1,1,157,0,0,0,0,1,157,0,0
OR,1,0,0,3,5,2,1,1,334,0,0,0,0,1,334,0,0
OR,1,1,0,3,5,2,1,1,290,0,0,0,0,1,290,0,0
OR,0,0,2,3,5,2,1,1,422,0,0,0,0,1,422,0,0
OR,1,0,3,3,5,2,1,1,179,0,0,0,0,1,179,0,0
OR,1,1,3,3,5,2,1,2,1476,0,0,0,0,2,1476,0,0
AND,0,0,0,4,5,2,1,2,412,0,0,0,0,2,412,0,0
AND,1,0,0,4,5,2,1,16,5922,0,0,0,0,16,5922,0,0
AND,1,1,0,4,5,2,1,46,7195,0,0,0,0,46,7195,0,0
OR,1,1,0,4,5,2,1,8,5600,0,0,0,0,8,5600,0,0
OR,1,0,1,4,5,2,1,1,785,0,0,0,0,1,785,0,0
OR,1,1,1,4,5,2,1,2,886,0,0,0,0,2,886,0,0
OR,1,0,2,4,5,2,1,3,1723,0,0,0,0,3,1723,0,0
OR,1,0,3,4,5,2,1,8,4599,0,0,0,0,8,4599,0,0
OR,1,1,3,4,5,2,1,3,586,0,0,0,0,3,586,0,0
OR,1,0,4,4,5,2,1,3,784,0,0,0,0,3,784,0,0
OR,1,1,4,4,5,2,1,3,921,0,0,0,0,3,921,0,0
AND,0,0,0,5,5,2,1,5,1948,0,0,0,0,5,1948,0,0
AND,1,0,0,5,5,2,1,9,3386,0,0,0,0,9,3386,0,0
AND,1,1,0,5,5,2,1,150,35774,0,0,0,0,150,35774,0,0
OR,1,1,0,5,5,2,1,1,615,0,0,0,0,1,615,0,0
AND,1,0,1,5,5,2,1,1,572,0,0,0,0,1,572,0,0
AND,1,1,1,5,5,2,1,6,2637,0,0,0,0,6,2637,0,0
OR,1,1,1,5,5,2,1,3,1952,0,0,0,0,3,1952,0,0
AND,1,0,2,5,5,2,1,1,135,0,0,0,0,1,135,0,0
OR,1,0,2,5,5,2,1,3,1980,0,0,0,0,3,1980,0,0
OR,1,1,2,5,5,2,1,1,317,0,0,0,0,1,317,0,0
OR,1,0,3,5,5,2,1,1,390,0,0,0,0,1,390,0,0
AND,1,0,4,5,5,2,1,1,455,0,0,0,0,1,455,0,0
OR,1,0,4,5,5,2,1,17,9444,0,0,0,0,17,9444,0,0
OR,1,1,4,5,5,2,1,4,1768,0,0,0,0,4,1768,0,0
AND,0,0,5,5,5,2,1,1,24,0,0,0,0,1,24,0,0
AND,1,0,5,5,5,2,1,14,1457,0,0,0,0,14,1457,0,0
OR,1,0,5,5,5,2,1,1,614,0,0,0,0,1,614,0,0
OR,1,1,0,1,0,3,1,2,1122,0,0,0,0,2,1122,0,0
OR,1,1,0,2,0,3,1,2,288,0,0,0,0,2,288,0,0
OR,1,1,2,3,0,3,1,1,237,0,0,0,0,1,237,0,0
OR,1,1,0,1,1,3,1,1,341,0,0,0,0,1,341,0,0
OR,1,1,0,1,2,3,1,1,164,0,0,0,0,1,164,0,0
OR,1,1,0,2,2,3,1,1,184,0,0,0,0,1,184,0,0
OR,1,1,0,2,3,3,1,1,203,0,0,0,0,1,203,0,0
OR,1,1,0,2,4,3,1,2,593,0,0,0,0,2,593,0,0
AND,0,0,0,0,5,3,1,8576,522449,4,102,0,0,8572,522347,0,0
OR,0,0,0,0,5,3,1,25,1277,0,0,0,0,25,1277,0,0
AND,1,0,0,0,5,3,1,235,2348,0,0,0,0,235,2348,0,0
OR,1,0,0,0,5,3,1,15,1791,3,709,0,0,12,1082,0,0
OR,1,0,0,1,5,3,1,1,558,0,0,0,0,1,558,0,0
OR,1,0,2,2,5,3,1,1,484,0,0,0,0,1,484,0,0
OR,1,1,2,2,5,3,1,1,7304,1,7304,0,0,0,0,0,0
OR,1,1,0,3,5,3,1,1,282,0,0,0,0,1,282,0,0
OR,1,0,0,4,5,3,1,1,959,0,0,0,0,1,959,0,0
OR,1,1,1,4,5,3,1,1,281,0,0,0,0,1,281,0,0
OR,1,0,3,4,5,3,1,3,1038,0,0,0,0,3,1038,0,0
OR,1,1,3,4,5,3,1,1,207,0,0,0,0,1,207,0,0
OR,1,0,4,4,5,3,1,2,829,0,0,0,0,2,829,0,0
AND,1,1,0,5,5,3,1,1,6,0,0,0,0,1,6,0,0
AND,1,0,5,5,5,3,1,1,8,0,0,0,0,1,8,0,0
OR,1,1,1,2,1,4,1,1,336,0,0,0,0,1,336,0,0
OR,1,1,0,1,2,4,1,1,354,0,0,0,0,1,354,0,0
AND,0,0,0,0,5,4,1,3434,73027,2,12,0,0,3432,73015,0,0
OR,0,0,0,0,5,4,1,11,3025,0,0,0,0,11,3025,0,0
AND,1,0,0,0,5,4,1,95,1017,1,12,0,0,94,1005,0,0
OR,1,0,0,0,5,4,1,27,4884,4,1901,0,0,23,2983,0,0
OR,1,1,0,0,5,4,1,3,436,0,0,0,0,3,436,0,0
OR,1,1,0,1,5,4,1,1,2298,0,0,0,0,1,2298,0,0
OR,1,1,2,2,5,4,1,7,1862,0,0,0,0,7,1862,0,0
OR,1,0,3,3,5,4,1,2,3313,0,0,0,0,2,3313,0,0
OR,1,1,3,3,5,4,1,7,2199,0,0,0,0,7,2199,0,0
OR,1,1,3,4,5,4,1,4,2779,0,0,0,0,4,2779,0,0
AND,0,0,0,5,5,4,1,1,3,0,0,0,0,1,3,0,0
AND,1,1,0,5,5,4,1,1,6,0,0,0,0,1,6,0,0
AND,1,1,3,5,5,4,1,1,2,0,0,0,0,1,2,0,0
AND,1,0,5,5,5,4,1,6,37,0,0,0,0,6,37,0,0
OR,1,1,0,1,0,5,1,2,359,0,0,0,0,2,359,0,0
OR,1,1,1,2,0,5,1,1,193,0,0,0,0,1,193,0,0
OR,1,1,3,4,0,5,1,3,777,0,0,0,0,3,777,0,0
OR,1,1,0,2,3,5,1,1,250,0,0,0,0,1,250,0,0
AND,0,0,0,0,5,5,1,1117,16875,0,0,0,0,1117,16875,0,0
OR,0,0,0,0,5,5,1,18,3620,0,0,0,0,18,3620,0,0
AND,1,0,0,0,5,5,1,24,78,0,0,0,0,24,78,0,0
OR,1,0,0,0,5,5,1,47,13567,8,5754,0,0,39,7813,0,0
OR,1,1,0,0,5,5,1,5,3839,0,0,0,0,5,3839,0,0
OR,1,1,2,2,5,5,1,5,716,0,0,0,0,5,716,0,0
OR,1,1,3,3,5,5,1,2,482,0,0,0,0,2,482,0,0
AND,0,0,0,5,5,5,1,1,3,0,0,0,0,1,3,0,0
AND,1,0,5,5,5,5,1,2,6,0,0,0,0,2,6,0,0
AND,0,0,0,0,5,6,1,5,13,0,0,0,0,5,13,0,0
OR,1,0,0,0,5,6,1,16,18977,5,3588,0,0,11,15389,0,0
OR,1,1,2,2,5,6,1,1,230,0,0,0,0,1,230,0,0
AND,1,1,0,5,1,0,2,1,6821,0,0,0,0,1,6821,0,0
OR,1,1,1,5,2,0,2,2,419925,0,0,0,0,2,419925,0,0
AND,1,1,0,5,3,0,2,1,758,0,0,0,0,1,758,0,0
OR,1,1,1,5,3,0,2,4,858018,0,0,0,0,4,858018,0,0
OR,1,1,0,4,4,0,2,7,324742,0,0,0,0,7,324742,0,0
AND,1,1,0,5,4,0,2,3,8375,0,0,0,0,3,8375,0,0
OR,1,1,0,5,4,0,2,1,124892,0,0,0,0,1,124892,0,0
AND,0,0,0,0,5,0,2,12906,154150617,24,4728729,0,0,12882,149421888,0,0
