side,clamp,cut_primary,ratio_bucket,gap_bucket,exit_gap_bucket,depth_bucket,rank_bucket,keys,eval_mass,rescued_keys,rescued_mass,drawres_keys,drawres_mass,dead_keys,dead_mass,resbefore_keys,resbefore_mass
AND,1,1,0,4,4,2,0,1,265,0,0,0,0,1,265,0,0
OR,1,1,0,4,4,2,0,2,517,0,0,0,0,2,517,0,0
AND,0,0,0,0,5,2,0,1510,1770274,43,1697384,1,53,1466,72837,0,0
OR,0,0,0,0,5,2,0,2333,2374328,221,2218455,0,0,2112,155873,0,0
AND,1,0,0,0,5,2,0,146,6934,7,1700,0,0,139,5234,0,0
OR,1,0,0,0,5,2,0,280,847645,74,841009,0,0,206,6636,0,0
OR,0,0,1,2,5,2,0,3,1177,0,0,0,0,3,1177,0,0
OR,1,0,1,2,5,2,0,3,1158,0,0,0,0,3,1158,0,0
OR,1,0,2,2,5,2,0,1,1829,1,1829,0,0,0,0,0,0
AND,1,1,2,2,5,2,0,2,202,0,0,0,0,2,202,0,0
OR,1,0,0,3,5,2,0,1,351,0,0,0,0,1,351,0,0
OR,0,0,2,3,5,2,0,2,757,0,0,0,0,2,757,0,0
AND,0,0,3,3,5,2,0,1,206,0,0,0,0,1,206,0,0
OR,1,0,3,3,5,2,0,1,286,0,0,0,0,1,286,0,0
AND,1,1,0,4,5,2,0,1,290,0,0,0,0,1,290,0,0
OR,1,1,0,4,5,2,0,2,269,0,0,0,0,2,269,0,0
OR,0,0,2,4,5,2,0,1,410,0,0,0,0,1,410,0,0
OR,1,0,2,4,5,2,0,5,2014,0,0,0,0,5,2014,0,0
AND,1,0,2,5,5,2,0,1,389,0,0,0,0,1,389,0,0
AND,1,0,3,5,5,2,0,1,3,0,0,0,0,1,3,0,0
AND,1,0,4,5,5,2,0,1,9,1,9,0,0,0,0,0,0
OR,1,1,0,1,0,3,0,1,343,0,0,0,0,1,343,0,0
OR,1,1,0,3,0,3,0,1,197,0,0,0,0,1,197,0,0
OR,1,1,0,1,1,3,0,1,409,0,0,0,0,1,409,0,0
OR,1,1,1,4,1,3,0,1,162,0,0,0,0,1,162,0,0
OR,1,1,2,4,2,3,0,1,21,0,0,0,0,1,21,0,0
OR,1,1,2,4,3,3,0,1,20,0,0,0,0,1,20,0,0
OR,1,1,0,2,4,3,0,1,162,0,0,0,0,1,162,0,0
OR,1,1,2,5,4,3,0,1,22,0,0,0,0,1,22,0,0
AND,0,0,0,0,5,3,0,774,62891,12,2348,1,2721,761,57822,0,0
OR,0,0,0,0,5,3,0,899,124315,92,63522,0,0,807,60793,0,0
AND,1,0,0,0,5,3,0,54,1090,0,0,0,0,54,1090,0,0
OR,1,0,0,0,5,3,0,232,1908000,57,1887912,0,0,175,20088,0,0
OR,1,1,0,1,5,3,0,2,194,1,31,0,0,1,163,0,0
OR,1,0,2,2,5,3,0,2,2979,1,2801,0,0,1,178,0,0
OR,1,1,2,2,5,3,0,1,139,1,139,0,0,0,0,0,0
OR,1,1,0,4,5,3,0,1,183,0,0,0,0,1,183,0,0
OR,1,0,3,4,5,3,0,1,87,1,87,0,0,0,0,0,0
OR,1,1,3,4,5,3,0,1,442,0,0,0,0,1,442,0,0
AND,1,0,4,4,5,3,0,1,16,1,16,0,0,0,0,0,0
OR,1,0,4,5,5,3,0,1,259,0,0,0,0,1,259,0,0
OR,1,1,4,5,5,3,0,1,260,0,0,0,0,1,260,0,0
AND,1,0,5,5,5,3,0,7,477,0,0,0,0,7,477,0,0
OR,1,1,0,1,0,4,0,9,2120,0,0,0,0,9,2120,0,0
OR,1,1,3,4,0,4,0,1,529,0,0,0,0,1,529,0,0
OR,1,1,2,4,1,4,0,1,43,0,0,0,0,1,43,0,0
OR,1,1,1,4,2,4,0,1,49,0,0,0,0,1,49,0,0
AND,0,0,0,0,5,4,0,519,496406,8,72378,0,0,511,424028,0,0
OR,0,0,0,0,5,4,0,114,79702,5,73876,0,0,109,5826,0,0
AND,1,0,0,0,5,4,0,45,11547,0,0,0,0,45,11547,0,0
OR,1,0,0,0,5,4,0,102,541316,26,535605,0,0,76,5711,0,0
OR,1,1,0,1,5,4,0,6,11741,2,11551,0,0,4,190,0,0
OR,1,1,2,2,5,4,0,3,521,0,0,0,0,3,521,0,0
OR,1,0,4,3,5,4,0,1,179,1,179,0,0,0,0,0,0
AND,1,1,0,4,5,4,0,1,3,0,0,0,0,1,3,0,0
OR,1,0,4,4,5,4,0,1,85,1,85,0,0,0,0,0,0
OR,1,0,4,5,5,4,0,1,312,0,0,0,0,1,312,0,0
AND,0,0,0,0,5,5,0,131,351340,1,10051,1,10350,129,330939,0,0
OR,1,0,0,0,5,5,0,13,11567,5,8613,0,0,8,2954,0,0
OR,1,1,0,0,5,5,0,13,68429,4,19246,0,0,9,49183,0,0
AND,1,0,5,5,5,5,0,1,2,0,0,0,0,1,2,0,0
AND,0,0,0,0,5,0,1,3,1078,0,0,0,0,3,1078,0,0
AND,1,1,2,4,1,1,1,1,93,0,0,0,0,1,93,0,0
AND,0,0,0,0,5,1,1,1,15,0,0,0,0,1,15,0,0
OR,0,0,0,0,5,1,1,2,537,0,0,0,0,2,537,0,0
OR,1,0,0,0,5,1,1,1,25,0,0,0,0,1,25,0,0
AND,0,0,0,0,5,2,1,3,40,0,0,0,0,3,40,0,0
AND,0,0,0,0,5,3,1,9,61,0,0,0,0,9,61,0,0
OR,1,1,1,5,0,0,2,2,255016,1,252959,0,0,1,2057,0,0
OR,1,1,0,4,2,0,2,1,1375,0,0,0,0,1,1375,0,0
AND,1,1,0,4,4,0,2,1,670,0,0,0,0,1,670,0,0
AND,0,0,0,0,5,0,2,1219,2729923,34,2335843,0,0,1185,394080,0,0
OR,0,0,0,0,5,0,2,26,33131,0,0,0,0,26,33131,0,0
AND,1,0,0,0,5,0,2,16,251820,1,245906,0,0,15,5914,0,0
AND,1,0,0,4,5,0,2,1,497,0,0,0,0,1,497,0,0
AND,1,0,1,4,5,0,2,1,595,0,0,0,0,1,595,0,0
AND,1,1,0,5,5,0,2,2,3635,2,3635,0,0,0,0,0,0
AND,1,0,3,5,5,0,2,1,448,0,0,0,0,1,448,0,0
AND,0,0,0,0,6,0,2,12,758529,4,330681,0,0,8,427848,0,0
OR,1,1,0,3,0,1,2,1,167,0,0,0,0,1,167,0,0
AND,1,1,0,4,0,1,2,2,951,0,0,0,0,2,951,0,0
OR,1,1,0,4,0,1,2,4,1401,0,0,0,0,4,1401,0,0
OR,1,1,1,5,0,1,2,1,433,0,0,0,0,1,433,0,0
AND,1,1,2,5,0,1,2,1,296,0,0,0,0,1,296,0,0
AND,1,1,0,1,2,1,2,3,232,0,0,0,0,3,232,0,0
AND,1,1,0,2,2,1,2,1,192,0,0,0,0,1,192,0,0
AND,1,1,0,3,2,1,2,1,183,0,0,0,0,1,183,0,0
AND,1,1,0,4,2,1,2,1,222,0,0,0,0,1,222,0,0
OR,1,1,0,4,2,1,2,1,13336,1,13336,0,0,0,0,0,0
AND,1,1,2,4,2,1,2,1,108,0,0,0,0,1,108,0,0
OR,1,1,1,5,2,1,2,1,1520,0,0,0,0,1,1520,0,0
OR,1,1,2,5,2,1,2,1,870,0,0,0,0,1,870,0,0
AND,1,1,0,3,3,1,2,1,66,0,0,0,0,1,66,0,0
OR,1,1,0,5,3,1,2,1,373,0,0,0,0,1,373,0,0
OR,1,1,1,5,3,1,2,2,1323,0,0,0,0,2,1323,0,0
AND,1,1,0,2,4,1,2,1,112,0,0,0,0,1,112,0,0
AND,1,1,0,3,4,1,2,1,39,0,0,0,0,1,39,0,0
AND,1,1,0,4,4,1,2,4,1462,1,383,0,0,3,1079,0,0
OR,1,1,0,4,4,1,2,4,762,0,0,0,0,4,762,0,0
AND,1,1,0,5,4,1,2,2,1027,0,0,0,0,2,1027,0,0
OR,1,1,1,5,4,1,2,1,416,0,0,0,0,1,416,0,0
OR,1,1,2,5,4,1,2,1,131,0,0,0,0,1,131,0,0
AND,0,0,0,0,5,1,2,6475,2959225,111,2429553,0,0,6364,529672,0,0
OR,0,0,0,0,5,1,2,1864,1150901,46,1022528,0,0,1818,128373,0,0
AND,1,0,0,0,5,1,2,396,231164,8,187101,0,0,388,44063,0,0
OR,1,0,0,0,5,1,2,82,6682,5,3124,0,0,77,3558,0,0
AND,1,1,0,0,5,1,2,1,152,0,0,0,0,1,152,0,0
OR,1,0,2,2,5,1,2,1,248,0,0,0,0,1,248,0,0
OR,1,1,0,3,5,1,2,1,184,0,0,0,0,1,184,0,0
AND,1,1,0,4,5,1,2,5,1178,1,702,0,0,4,476,0,0
OR,1,1,0,4,5,1,2,3,568,0,0,0,0,3,568,0,0
AND,0,0,1,4,5,1,2,1,361,0,0,0,0,1,361,0,0
AND,1,1,1,4,5,1,2,1,147,0,0,0,0,1,147,0,0
AND,1,0,4,4,5,1,2,1,6,1,6,0,0,0,0,0,0
OR,1,0,0,5,5,1,2,1,687,0,0,0,0,1,687,0,0
AND,1,1,0,5,5,1,2,2,1640,2,1640,0,0,0,0,0,0
OR,1,0,1,5,5,1,2,1,468,0,0,0,0,1,468,0,0
OR,0,0,2,5,5,1,2,1,901,0,0,0,0,1,901,0,0
OR,1,0,2,5,5,1,2,1,593,0,0,0,0,1,593,0,0
AND,1,1,2,5,5,1,2,1,281,0,0,0,0,1,281,0,0
AND,1,0,3,5,5,1,2,1,369,0,0,0,0,1,369,0,0
AND,1,0,4,5,5,1,2,1,482,0,0,0,0,1,482,0,0
OR,1,0,4,5,5,1,2,2,343,0,0,0,0,2,343,0,0
AND,1,0,5,5,5,1,2,2,10192,0,0,0,0,2,10192,0,0
OR,1,0,5,5,5,1,2,8,983,0,0,0,0,8,983,0,0
OR,1,1,2,5,2,2,2,1,51,0,0,0,0,1,51,0,0
AND,1,1,1,5,3,2,2,1,659,0,0,0,0,1,659,0,0
AND,0,0,0,0,5,2,2,2141,1185031,33,968617,0,0,2108,216414,0,0
OR,0,0,0,0,5,2,2,583,1854472,35,1754550,0,0,548,99922,0,0
AND,1,0,0,0,5,2,2,181,9942,0,0,0,0,181,9942,0,0
OR,1,0,0,0,5,2,2,93,136351,10,128356,0,0,83,7995,0,0
OR,1,0,2,2,5,2,2,1,457,0,0,0,0,1,457,0,0
OR,1,1,0,4,5,2,2,1,326,0,0,0,0,1,326,0,0
AND,1,0,4,5,5,2,2,1,2,0,0,0,0,1,2,0,0
OR,0,0,5,5,5,2,2,1,13,0,0,0,0,1,13,0,0
AND,1,0,5,5,5,2,2,28,1103,2,126,0,0,26,977,0,0
OR,1,0,5,5,5,2,2,1,202,0,0,0,0,1,202,0,0
OR,1,1,0,1,0,3,2,1,338,0,0,0,0,1,338,0,0
OR,1,1,1,2,0,3,2,1,394,0,0,0,0,1,394,0,0
AND,1,1,0,4,4,3,2,1,3,1,3,0,0,0,0,0,0
AND,0,0,0,0,5,3,2,1489,69215,9,2382,0,0,1480,66833,0,0
OR,0,0,0,0,5,3,2,243,54625,23,6417,0,0,220,48208,0,0
AND,1,0,0,0,5,3,2,65,2227,1,2,0,0,64,2225,0,0
OR,1,0,0,0,5,3,2,84,311810,13,285781,0,0,71,26029,0,0
OR,1,1,0,0,5,3,2,2,803,1,496,0,0,1,307,0,0
OR,1,1,0,1,5,3,2,2,104,0,0,0,0,2,104,0,0
OR,1,1,1,2,5,3,2,2,738,0,0,0,0,2,738,0,0
OR,1,0,2,2,5,3,2,1,329,0,0,0,0,1,329,0,0
OR,1,1,3,3,5,3,2,1,298,0,0,0,0,1,298,0,0
OR,1,0,4,3,5,3,2,1,137,0,0,0,0,1,137,0,0
AND,1,1,0,4,5,3,2,1,6,0,0,0,0,1,6,0,0
OR,1,0,4,4,5,3,2,3,32,0,0,0,0,3,32,0,0
OR,1,1,4,4,5,3,2,1,334,1,334,0,0,0,0,0,0
AND,1,0,4,5,5,3,2,1,6,0,0,0,0,1,6,0,0
AND,1,0,5,5,5,3,2,8,563,2,55,0,0,6,508,0,0
OR,1,1,0,1,0,4,2,4,638,0,0,0,0,4,638,0,0
OR,1,1,1,2,1,4,2,1,80,0,0,0,0,1,80,0,0
AND,0,0,0,0,5,4,2,550,170574,7,8376,1,10853,542,151345,0,0
OR,0,0,0,0,5,4,2,36,4367,7,910,0,0,29,3457,0,0
AND,1,0,0,0,5,4,2,50,942,0,0,0,0,50,942,0,0
OR,1,0,0,0,5,4,2,57,381482,12,370795,0,0,45,10687,0,0
OR,1,1,0,0,5,4,2,4,527,1,282,0,0,3,245,0,0
OR,1,1,2,2,5,4,2,1,67,0,0,0,0,1,67,0,0
AND,1,1,0,4,5,4,2,1,163,1,163,0,0,0,0,0,0
AND,1,0,5,5,5,4,2,3,513,2,494,0,0,1,19,0,0
AND,0,0,0,0,5,5,2,81,122883,2,3312,0,0,79,119571,0,0
OR,1,0,0,0,5,5,2,8,147066,4,146125,0,0,4,941,0,0
AND,1,0,5,5,5,5,2,1,14,1,14,0,0,0,0,0,0
OR,1,1,6,6,3,0,3,1,380,1,380,0,0,0,0,0,0
OR,1,1,6,6,4,0,3,3,1285,2,968,0,0,1,317,0,0
AND,0,0,0,0,5,0,3,1,18,0,0,0,0,1,18,0,0
OR,1,0,6,6,5,0,3,1,225,0,0,0,0,1,225,0,0
AND,1,1,6,6,0,1,3,5,1699,4,173,0,0,1,1526,0,0
AND,1,1,6,6,1,1,3,3,52,3,52,0,0,0,0,0,0
AND,1,1,6,6,2,1,3,2,972,1,4,0,0,1,968,0,0
OR,1,1,6,6,2,1,3,1,10,0,0,0,0,1,10,0,0
AND,1,1,6,6,3,1,3,4,505,3,486,0,0,1,19,0,0
OR,1,1,6,6,3,1,3,1,419,0,0,0,0,1,419,0,0
AND,1,1,6,6,4,1,3,21,580832,14,580696,0,0,7,136,0,0
OR,1,1,6,6,4,1,3,7,1659,0,0,0,0,7,1659,0,0
AND,0,0,0,0,5,1,3,5,507,0,0,0,0,5,507,0,0
OR,1,0,6,6,5,1,3,1,400,0,0,0,0,1,400,0,0
AND,1,1,6,6,5,1,3,47,122170,31,121528,0,0,16,642,0,0
OR,1,1,6,6,5,1,3,8,2127,3,542,0,0,5,1585,0,0
AND,1,1,6,6,0,2,3,3,33,1,21,0,0,2,12,0,0
AND,1,1,6,6,1,2,3,6,2683,4,2332,0,0,2,351,0,0
AND,1,1,6,6,2,2,3,8,322223,5,319475,0,0,3,2748,0,0
AND,1,1,6,6,3,2,3,6,145,3,109,0,0,3,36,0,0
OR,1,1,6,6,3,2,3,1,197,0,0,0,0,1,197,0,0
AND,1,1,6,6,4,2,3,35,87989,26,87845,0,0,9,144,0,0
OR,1,1,6,6,4,2,3,6,96,0,0,0,0,6,96,0,0
AND,0,0,0,0,5,2,3,57,210591,5,174713,2,1349,50,34529,0,0
AND,1,0,0,0,5,2,3,6,968,1,810,0,0,5,158,0,0
AND,1,1,0,4,5,2,3,1,2,1,2,0,0,0,0,0,0
AND,0,0,4,4,5,2,3,1,84,1,84,0,0,0,0,0,0
AND,1,0,4,5,5,2,3,1,80,0,0,0,0,1,80,0,0
AND,1,0,6,6,5,2,3,7,1982,2,1089,0,0,5,893,0,0
AND,1,1,6,6,5,2,3,60,802929,39,712111,1,605,20,90213,0,0
OR,1,1,6,6,5,2,3,11,2623,2,35,0,0,9,2588,0,0
AND,1,1,6,6,0,3,3,2,524,1,360,0,0,1,164,0,0
AND,1,1,6,6,1,3,3,5,445774,4,445140,0,0,1,634,0,0
AND,1,1,6,6,2,3,3,4,1388,2,1124,1,14,1,250,0,0
AND,1,1,6,6,3,3,3,1,26,0,0,0,0,1,26,0,0
OR,1,1,6,6,3,3,3,1,8,0,0,0,0,1,8,0,0
AND,1,1,6,6,4,3,3,14,49713,5,45450,0,0,9,4263,0,0
OR,1,1,6,6,4,3,3,4,97,0,0,0,0,4,97,0,0
AND,0,0,0,0,5,3,3,225,61363,9,2280,0,0,216,59083,0,0
AND,1,0,0,0,5,3,3,5,37,0,0,0,0,5,37,0,0
AND,1,0,5,5,5,3,3,1,266,0,0,0,0,1,266,0,0
AND,1,0,6,6,5,3,3,19,22296,2,7009,1,3,15,15258,1,26
AND,1,1,6,6,5,3,3,46,320885,26,318507,0,0,20,2378,0,0
OR,1,1,6,6,5,3,3,4,218,0,0,0,0,4,218,0,0
OR,1,1,6,6,1,4,3,1,38,0,0,0,0,1,38,0,0
AND,1,1,6,6,2,4,3,1,31,1,31,0,0,0,0,0,0
AND,1,1,6,6,3,4,3,1,109,0,0,0,0,1,109,0,0
AND,1,1,6,6,4,4,3,5,229433,3,228704,0,0,2,729,0,0
OR,1,1,6,6,4,4,3,7,116,0,0,0,0,7,116,0,0
AND,0,0,0,0,5,4,3,95,17677,1,35,0,0,94,17642,0,0
AND,1,0,0,0,5,4,3,13,57,0,0,0,0,13,57,0,0
AND,1,0,6,6,5,4,3,12,13528,0,0,1,11035,11,2493,0,0
AND,1,1,6,6,5,4,3,17,431569,10,429764,1,62,6,1743,0,0
OR,1,1,6,6,5,4,3,3,67,0,0,0,0,3,67,0,0
AND,1,1,6,6,2,5,3,2,2864,0,0,0,0,2,2864,0,0
AND,1,1,6,6,4,5,3,2,4509,1,4268,0,0,1,241,0,0
AND,0,0,0,0,5,5,3,4,174,0,0,0,0,4,174,0,0
AND,1,0,6,6,5,5,3,21,141799,5,57859,8,41632,8,42308,0,0
AND,1,1,6,6,5,5,3,2,27127,1,26071,0,0,1,1056,0,0
AND,0,0,0,0,5,0,5,161,259876,6,635,0,0,155,259241,0,0
OR,0,0,0,0,5,0,5,101,2847594,12,2624247,0,0,89,223347,0,0
AND,1,0,3,5,5,0,5,1,469,0,0,0,0,1,469,0,0
OR,1,1,0,3,0,1,5,1,169,0,0,0,0,1,169,0,0
OR,1,1,0,4,3,1,5,1,520,0,0,0,0,1,520,0,0
AND,1,1,0,4,4,1,5,1,219,0,0,0,0,1,219,0,0
OR,1,1,0,4,4,1,5,3,9431,0,0,0,0,3,9431,0,0
AND,0,0,0,0,5,1,5,3073,221079,59,40181,0,0,3013,180875,1,23
OR,0,0,0,0,5,1,5,3943,1744534,99,1316831,0,0,3844,427703,0,0
AND,1,0,0,0,5,1,5,147,4385,4,213,0,0,143,4172,0,0
OR,1,0,0,0,5,1,5,151,17156,2,1767,0,0,149,15389,0,0
AND,1,0,3,1,5,1,5,1,3,0,0,0,0,1,3,0,0
AND,1,0,0,3,5,1,5,2,292,1,4,0,0,1,288,0,0
AND,1,0,0,4,5,1,5,1,241,0,0,0,0,1,241,0,0
AND,1,1,0,4,5,1,5,2,481,0,0,0,0,2,481,0,0
AND,1,1,1,4,5,1,5,1,328,0,0,0,0,1,328,0,0
AND,1,1,0,5,5,1,5,1,2,0,0,0,0,1,2,0,0
AND,1,0,2,5,5,1,5,1,330,0,0,0,0,1,330,0,0
AND,1,1,2,5,5,1,5,1,57,1,57,0,0,0,0,0,0
AND,1,0,5,5,5,1,5,4,488,1,471,0,0,3,17,0,0
OR,1,0,5,5,5,1,5,2,1323,0,0,0,0,2,1323,0,0
AND,0,0,0,0,5,2,5,1047,55060,11,5536,0,0,1036,49524,0,0
OR,0,0,0,0,5,2,5,595,74406,28,49955,0,0,566,24441,1,10
AND,1,0,0,0,5,2,5,42,1720,1,34,0,0,41,1686,0,0
OR,1,0,0,0,5,2,5,72,3155,8,1955,0,0,64,1200,0,0
OR,0,0,2,2,5,2,5,1,285,1,285,0,0,0,0,0,0
AND,1,0,5,5,5,2,5,1,742,0,0,0,0,1,742,0,0
OR,1,0,5,5,5,2,5,2,18,0,0,0,0,2,18,0,0
AND,0,0,0,0,5,3,5,575,36166,6,13567,0,0,569,22599,0,0
OR,0,0,0,0,5,3,5,202,16109,2,44,0,0,200,16065,0,0
AND,1,0,0,0,5,3,5,8,10591,0,0,0,0,8,10591,0,0
OR,1,0,0,0,5,3,5,35,9331,2,631,0,0,33,8700,0,0
OR,1,0,2,2,5,3,5,1,1164,0,0,0,0,1,1164,0,0
AND,0,0,5,5,5,3,5,2,29,0,0,0,0,2,29,0,0
AND,1,0,5,5,5,3,5,4,936,0,0,0,0,4,936,0,0
OR,1,0,5,5,5,3,5,1,5,0,0,0,0,1,5,0,0
OR,1,1,0,1,0,4,5,5,1741,0,0,0,0,5,1741,0,0
OR,1,1,2,4,0,4,5,1,203,0,0,0,0,1,203,0,0
AND,0,0,0,0,5,4,5,246,9604,1,341,0,0,245,9263,0,0
OR,0,0,0,0,5,4,5,36,2969,2,319,0,0,34,2650,0,0
AND,1,0,0,0,5,4,5,11,151,0,0,0,0,11,151,0,0
OR,1,0,0,0,5,4,5,31,3521,2,90,0,0,29,3431,0,0
OR,1,1,0,0,5,4,5,2,321,0,0,0,0,2,321,0,0
OR,1,1,0,1,5,4,5,1,240,0,0,0,0,1,240,0,0
OR,1,1,2,2,5,4,5,1,61,0,0,0,0,1,61,0,0
AND,0,0,0,0,5,5,5,14,38722,0,0,0,0,14,38722,0,0
AND,1,0,5,5,5,5,5,1,16,0,0,0,0,1,16,0,0
AND,0,0,0,0,5,0,7,69,9937,0,0,0,0,69,9937,0,0
AND,0,0,0,0,5,1,7,337,6055,0,0,0,0,337,6055,0,0
AND,1,0,0,0,5,1,7,20,438,0,0,0,0,20,438,0,0
AND,0,0,0,0,5,2,7,33,513,0,0,0,0,33,513,0,0
AND,0,0,0,0,5,3,7,50,101881,1,98002,0,0,49,3879,0,0
AND,1,0,0,0,5,3,7,1,2802,0,0,0,0,1,2802,0,0
AND,0,0,4,4,5,3,7,1,376,1,376,0,0,0,0,0,0
AND,0,0,5,5,5,3,7,5,285,0,0,0,0,5,285,0,0
AND,1,0,5,5,5,3,7,1,595,1,595,0,0,0,0,0,0
AND,0,0,0,0,5,4,7,51,2658,0,0,0,0,51,2658,0,0
AND,1,0,0,0,5,4,7,9,3268,0,0,0,0,9,3268,0,0
AND,0,0,0,0,5,5,7,15,24481,1,1403,0,0,14,23078,0,0
