side,clamp,cut_primary,ratio_bucket,gap_bucket,exit_gap_bucket,depth_bucket,rank_bucket,keys,eval_mass,rescued_keys,rescued_mass,drawres_keys,drawres_mass,dead_keys,dead_mass,resbefore_keys,resbefore_mass
OR,1,0,0,2,5,1,2,2,2765,0,0,0,0,2,2765,0,0
OR,1,1,0,2,5,1,2,3,7553,0,0,0,0,3,7553,0,0
OR,0,0,1,2,5,1,2,2,1662,0,0,0,0,2,1662,0,0
OR,1,0,0,3,5,1,2,1,268,0,0,0,0,1,268,0,0
OR,0,0,3,3,5,1,2,2,3611,0,0,0,0,2,3611,0,0
OR,1,0,3,3,5,1,2,2,717,0,0,0,0,2,717,0,0
OR,0,0,4,3,5,1,2,2,1118,0,0,0,0,2,1118,0,0
OR,1,0,4,3,5,1,2,1,349,0,0,0,0,1,349,0,0
OR,1,0,0,4,5,1,2,7,52365,0,0,0,0,7,52365,0,0
OR,1,1,0,4,5,1,2,17,13386,0,0,0,0,17,13386,0,0
OR,1,0,1,4,5,1,2,1,829,0,0,0,0,1,829,0,0
OR,1,1,1,4,5,1,2,2,1559,0,0,0,0,2,1559,0,0
OR,0,0,3,4,5,1,2,1,898,0,0,0,0,1,898,0,0
OR,1,0,3,4,5,1,2,5,27232,1,22331,0,0,4,4901,0,0
OR,0,0,4,4,5,1,2,6,11146,1,8776,0,0,5,2370,0,0
OR,1,0,4,4,5,1,2,26,24349,1,4093,0,0,25,20256,0,0
AND,1,1,0,5,5,1,2,29,15329,0,0,0,0,29,15329,0,0
OR,1,1,0,5,5,1,2,1,578,0,0,0,0,1,578,0,0
AND,1,1,1,5,5,1,2,1,583,0,0,0,0,1,583,0,0
OR,1,1,1,5,5,1,2,1,470,0,0,0,0,1,470,0,0
OR,1,0,2,5,5,1,2,1,3847,0,0,0,0,1,3847,0,0
OR,1,1,2,5,5,1,2,2,2289,0,0,0,0,2,2289,0,0
OR,1,0,3,5,5,1,2,4,2798,0,0,0,0,4,2798,0,0
OR,0,0,4,5,5,1,2,3,1634,0,0,0,0,3,1634,0,0
OR,1,0,4,5,5,1,2,94,78379,5,15414,0,0,89,62965,0,0
OR,1,1,4,5,5,1,2,2,1189,0,0,0,0,2,1189,0,0
AND,0,0,5,5,5,1,2,3,14140,1,12677,0,0,2,1463,0,0
AND,1,0,5,5,5,1,2,56,58300,2,52623,0,0,54,5677,0,0
OR,1,0,5,5,5,1,2,26,18999,1,803,0,0,25,18196,0,0
OR,1,1,0,1,0,2,2,17,4605,0,0,0,0,17,4605,0,0
OR,1,1,0,2,0,2,2,11,4717,0,0,0,0,11,4717,0,0
OR,1,1,0,3,0,2,2,4,1161,0,0,0,0,4,1161,0,0
OR,1,1,0,4,0,2,2,1,557,0,0,0,0,1,557,0,0
OR,1,1,1,4,0,2,2,5,2736,0,0,0,0,5,2736,0,0
OR,1,1,3,4,0,2,2,2,688,0,0,0,0,2,688,0,0
AND,1,1,0,5,0,2,2,1,139,0,0,0,0,1,139,0,0
OR,1,1,2,5,0,2,2,1,424,0,0,0,0,1,424,0,0
OR,1,1,0,1,1,2,2,7,2416,0,0,0,0,7,2416,0,0
OR,1,1,0,2,1,2,2,4,807,0,0,0,0,4,807,0,0
OR,1,1,0,3,1,2,2,3,924,0,0,0,0,3,924,0,0
OR,1,1,0,4,1,2,2,2,1025,0,0,0,0,2,1025,0,0
OR,1,1,1,4,1,2,2,4,1616,0,0,0,0,4,1616,0,0
AND,1,1,0,5,1,2,2,1,179,0,0,0,0,1,179,0,0
OR,1,1,1,5,1,2,2,1,915,0,0,0,0,1,915,0,0
OR,1,1,2,5,1,2,2,4,1221,0,0,0,0,4,1221,0,0
OR,1,1,0,1,2,2,2,5,1270,0,0,0,0,5,1270,0,0
OR,1,1,0,2,2,2,2,4,862,0,0,0,0,4,862,0,0
OR,1,1,0,3,2,2,2,3,819,0,0,0,0,3,819,0,0
OR,1,1,0,4,2,2,2,1,773,0,0,0,0,1,773,0,0
OR,1,1,1,4,2,2,2,3,1247,0,0,0,0,3,1247,0,0
OR,1,1,2,4,2,2,2,1,244,0,0,0,0,1,244,0,0
OR,1,1,2,5,2,2,2,2,755,0,0,0,0,2,755,0,0
OR,1,1,0,2,3,2,2,5,1073,0,0,0,0,5,1073,0,0
OR,1,1,0,3,3,2,2,3,639,0,0,0,0,3,639,0,0
OR,1,1,0,4,3,2,2,7,4412,0,0,0,0,7,4412,0,0
OR,1,1,1,4,3,2,2,7,2321,0,0,0,0,7,2321,0,0
AND,1,1,0,5,3,2,2,1,197,0,0,0,0,1,197,0,0
OR,1,1,1,5,3,2,2,12,10306,0,0,0,0,12,10306,0,0
OR,1,1,2,5,3,2,2,1,242,0,0,0,0,1,242,0,0
OR,1,1,0,2,4,2,2,6,1170,0,0,0,0,6,1170,0,0
AND,1,1,0,4,4,2,2,4,549,0,0,0,0,4,549,0,0
OR,1,1,0,4,4,2,2,17,12053,0,0,0,0,17,12053,0,0
OR,1,1,1,4,4,2,2,4,1926,0,0,0,0,4,1926,0,0
AND,1,1,0,5,4,2,2,3,488,0,0,0,0,3,488,0,0
OR,1,1,0,5,4,2,2,6,4828,0,0,0,0,6,4828,0,0
AND,1,1,1,5,4,2,2,1,780,0,0,0,0,1,780,0,0
OR,1,1,1,5,4,2,2,10,7634,0,0,0,0,10,7634,0,0
OR,1,1,2,5,4,2,2,2,554,0,0,0,0,2,554,0,0
AND,0,0,0,0,5,2,2,110427,2930567,24,91031,0,0,110403,2839536,0,0
OR,0,0,0,0,5,2,2,9736,2650214,226,776344,0,0,9510,1873870,0,0
AND,1,0,0,0,5,2,2,1707,78309,0,0,0,0,1707,78309,0,0
OR,1,0,0,0,5,2,2,968,155941,32,34469,0,0,936,121472,0,0
AND,1,1,0,0,5,2,2,1,316,0,0,0,0,1,316,0,0
OR,1,1,0,0,5,2,2,4,6515,1,2205,0,0,3,4310,0,0
OR,0,0,0,1,5,2,2,2,708,0,0,0,0,2,708,0,0
OR,1,0,0,1,5,2,2,5,1821,0,0,0,0,5,1821,0,0
OR,1,1,0,1,5,2,2,5,21596,1,20396,0,0,4,1200,0,0
OR,0,0,3,1,5,2,2,3,9754,2,9361,0,0,1,393,0,0
OR,1,0,3,1,5,2,2,1,811,1,811,0,0,0,0,0,0
OR,0,0,0,2,5,2,2,1,20,0,0,0,0,1,20,0,0
OR,1,0,0,2,5,2,2,4,5675,0,0,0,0,4,5675,0,0
OR,1,1,0,2,5,2,2,2,1105,0,0,0,0,2,1105,0,0
OR,1,1,1,2,5,2,2,1,885,0,0,0,0,1,885,0,0
OR,0,0,2,2,5,2,2,2,903,0,0,0,0,2,903,0,0
OR,1,0,2,2,5,2,2,5,2471,0,0,0,0,5,2471,0,0
OR,1,1,2,2,5,2,2,4,1865,0,0,0,0,4,1865,0,0
OR,0,0,0,3,5,2,2,1,902,0,0,0,0,1,902,0,0
OR,1,0,0,3,5,2,2,1,302,0,0,0,0,1,302,0,0
OR,1,1,0,3,5,2,2,1,433,0,0,0,0,1,433,0,0
OR,1,0,2,3,5,2,2,4,1405,0,0,0,0,4,1405,0,0
OR,1,1,2,3,5,2,2,1,748,0,0,0,0,1,748,0,0
OR,1,0,3,3,5,2,2,17,9924,0,0,0,0,17,9924,0,0
OR,1,1,3,3,5,2,2,2,1025,0,0,0,0,2,1025,0,0
OR,0,0,4,3,5,2,2,2,1277,0,0,0,0,2,1277,0,0
OR,1,0,4,3,5,2,2,3,1269,0,0,0,0,3,1269,0,0
AND,1,0,0,4,5,2,2,1,326,0,0,0,0,1,326,0,0
OR,1,0,0,4,5,2,2,4,3185,0,0,0,0,4,3185,0,0
OR,1,1,0,4,5,2,2,10,5673,0,0,0,0,10,5673,0,0
OR,1,0,1,4,5,2,2,3,2588,0,0,0,0,3,2588,0,0
OR,0,0,2,4,5,2,2,2,5614,0,0,0,0,2,5614,0,0
OR,1,0,2,4,5,2,2,5,2666,0,0,0,0,5,2666,0,0
OR,1,1,2,4,5,2,2,1,274,0,0,0,0,1,274,0,0
OR,1,0,3,4,5,2,2,15,7671,0,0,0,0,15,7671,0,0
OR,1,1,3,4,5,2,2,6,3703,0,0,0,0,6,3703,0,0
OR,1,0,4,4,5,2,2,18,13850,1,3700,0,0,17,10150,0,0
AND,1,0,0,5,5,2,2,1,295,0,0,0,0,1,295,0,0
AND,1,1,0,5,5,2,2,12,3894,0,0,0,0,12,3894,0,0
AND,1,0,1,5,5,2,2,1,420,0,0,0,0,1,420,0,0
OR,1,0,1,5,5,2,2,1,835,0,0,0,0,1,835,0,0
OR,1,0,2,5,5,2,2,1,774,0,0,0,0,1,774,0,0
OR,1,0,3,5,5,2,2,4,3439,0,0,0,0,4,3439,0,0
OR,1,1,3,5,5,2,2,1,571,0,0,0,0,1,571,0,0
OR,0,0,4,5,5,2,2,1,486,0,0,0,0,1,486,0,0
OR,1,0,4,5,5,2,2,33,29377,2,3335,0,0,31,26042,0,0
OR,1,1,4,5,5,2,2,7,8927,0,0,0,0,7,8927,0,0
AND,0,0,5,5,5,2,2,2,867,0,0,0,0,2,867,0,0
AND,1,0,5,5,5,2,2,70,6020,0,0,0,0,70,6020,0,0
OR,1,0,5,5,5,2,2,5,3557,1,963,0,0,4,2594,0,0
OR,1,1,0,1,0,3,2,8,10510,2,6008,0,0,6,4502,0,0
OR,1,1,1,2,0,3,2,3,2041,1,740,0,0,2,1301,0,0
OR,1,1,0,3,0,3,2,3,457,0,0,0,0,3,457,0,0
OR,1,1,2,3,0,3,2,1,302,0,0,0,0,1,302,0,0
OR,1,1,0,4,0,3,2,3,1875,0,0,0,0,3,1875,0,0
OR,1,1,3,4,0,3,2,2,3355,1,2368,0,0,1,987,0,0
OR,1,1,4,5,0,3,2,3,2182,0,0,0,0,3,2182,0,0
OR,1,1,0,1,1,3,2,3,797,0,0,0,0,3,797,0,0
OR,1,1,0,2,1,3,2,1,364,0,0,0,0,1,364,0,0
OR,1,1,1,2,1,3,2,2,1725,0,0,0,0,2,1725,0,0
OR,1,1,1,4,1,3,2,4,1684,0,0,0,0,4,1684,0,0
OR,1,1,2,4,1,3,2,2,591,0,0,0,0,2,591,0,0
OR,1,1,3,5,1,3,2,1,704,0,0,0,0,1,704,0,0
OR,1,1,4,5,1,3,2,2,2227,0,0,0,0,2,2227,0,0
OR,1,1,0,1,2,3,2,2,375,0,0,0,0,2,375,0,0
OR,1,1,0,2,2,3,2,3,558,0,0,0,0,3,558,0,0
OR,1,1,0,3,2,3,2,1,238,0,0,0,0,1,238,0,0
OR,1,1,0,4,2,3,2,2,1024,0,0,0,0,2,1024,0,0
OR,1,1,0,2,3,3,2,3,762,0,0,0,0,3,762,0,0
AND,0,0,0,0,5,3,2,19824,313730,14,22762,1,2,19809,290966,0,0
OR,0,0,0,0,5,3,2,1809,285657,81,142552,0,0,1727,143076,1,29
AND,1,0,0,0,5,3,2,630,8062,0,0,0,0,630,8062,0,0
OR,1,0,0,0,5,3,2,737,207611,73,57324,0,0,664,150287,0,0
OR,1,1,0,0,5,3,2,10,10581,1,5736,0,0,9,4845,0,0
OR,1,1,0,1,5,3,2,2,566,0,0,0,0,2,566,0,0
OR,0,0,3,1,5,3,2,3,2284,2,2059,0,0,1,225,0,0
OR,1,0,3,1,5,3,2,1,733,1,733,0,0,0,0,0,0
OR,1,1,1,2,5,3,2,1,106,0,0,0,0,1,106,0,0
OR,1,0,2,2,5,3,2,4,8850,0,0,0,0,4,8850,0,0
OR,1,1,2,2,5,3,2,10,7192,1,2070,0,0,9,5122,0,0
OR,1,1,3,3,5,3,2,1,172,0,0,0,0,1,172,0,0
OR,1,0,4,3,5,3,2,1,246,0,0,0,0,1,246,0,0
OR,1,0,0,4,5,3,2,2,1587,0,0,0,0,2,1587,0,0
OR,0,0,1,4,5,3,2,1,663,0,0,0,0,1,663,0,0
OR,1,0,1,4,5,3,2,2,1430,0,0,0,0,2,1430,0,0
OR,1,0,3,4,5,3,2,2,609,0,0,0,0,2,609,0,0
OR,1,1,3,4,5,3,2,2,1036,0,0,0,0,2,1036,0,0
OR,1,0,4,4,5,3,2,3,1727,1,656,0,0,2,1071,0,0
OR,1,0,3,5,5,3,2,1,552,0,0,0,0,1,552,0,0
OR,1,1,4,5,5,3,2,3,2364,0,0,0,0,3,2364,0,0
AND,0,0,5,5,5,3,2,1,2,0,0,0,0,1,2,0,0
AND,1,0,5,5,5,3,2,2,48,0,0,0,0,2,48,0,0
OR,1,1,0,1,0,4,2,9,6427,3,4404,0,0,6,2023,0,0
OR,1,1,1,2,0,4,2,1,556,0,0,0,0,1,556,0,0
OR,1,1,2,3,0,4,2,5,5981,0,0,0,0,5,5981,0,0
OR,1,1,3,4,0,4,2,8,8142,0,0,0,0,8,8142,0,0
OR,1,1,4,5,0,4,2,5,3435,0,0,0,0,5,3435,0,0
OR,1,1,0,1,1,4,2,6,1676,0,0,0,0,6,1676,0,0
OR,1,1,1,2,1,4,2,2,2866,0,0,0,0,2,2866,0,0
OR,1,1,2,4,1,4,2,1,942,0,0,0,0,1,942,0,0
OR,1,1,3,5,1,4,2,2,1495,0,0,0,0,2,1495,0,0
OR,1,1,4,5,1,4,2,2,1170,0,0,0,0,2,1170,0,0
OR,1,1,0,1,2,4,2,2,255,0,0,0,0,2,255,0,0
OR,1,1,0,2,2,4,2,2,282,0,0,0,0,2,282,0,0
OR,1,1,0,3,2,4,2,3,1729,0,0,0,0,3,1729,0,0
OR,1,1,0,2,3,4,2,3,484,0,0,0,0,3,484,0,0
OR,1,1,0,4,3,4,2,1,588,0,0,0,0,1,588,0,0
OR,1,1,1,4,4,4,2,1,523,0,0,0,0,1,523,0,0
AND,0,0,0,0,5,4,2,13464,254277,17,47850,0,0,13447,206427,0,0
OR,0,0,0,0,5,4,2,116,87682,58,60672,0,0,58,27010,0,0
AND,1,0,0,0,5,4,2,162,2351,0,0,0,0,162,2351,0,0
OR,1,0,0,0,5,4,2,257,109181,67,30310,0,0,190,78871,0,0
OR,1,1,0,0,5,4,2,21,9807,1,761,0,0,20,9046,0,0
OR,1,1,0,1,5,4,2,2,454,0,0,0,0,2,454,0,0
OR,0,0,3,1,5,4,2,2,1762,0,0,0,0,2,1762,0,0
OR,1,0,3,1,5,4,2,3,15002,2,3793,0,0,1,11209,0,0
OR,1,1,1,2,5,4,2,3,624,0,0,0,0,3,624,0,0
OR,1,0,2,2,5,4,2,1,2684,0,0,0,0,1,2684,0,0
OR,1,1,2,2,5,4,2,6,6972,0,0,0,0,6,6972,0,0
OR,1,1,3,3,5,4,2,1,425,0,0,0,0,1,425,0,0
OR,1,0,4,3,5,4,2,1,855,1,855,0,0,0,0,0,0
OR,1,1,0,4,5,4,2,1,387,0,0,0,0,1,387,0,0
OR,1,0,3,4,5,4,2,1,1339,0,0,0,0,1,1339,0,0
OR,1,1,3,4,5,4,2,4,1916,1,405,0,0,3,1511,0,0
AND,0,0,0,5,5,4,2,1,249,0,0,0,0,1,249,0,0
AND,1,1,0,5,5,4,2,1,1325,1,1325,0,0,0,0,0,0
OR,1,1,4,5,5,4,2,5,2930,0,0,0,0,5,2930,0,0
AND,1,0,5,5,5,4,2,1,3,0,0,0,0,1,3,0,0
OR,1,1,0,1,0,5,2,6,4721,5,4016,0,0,1,705,0,0
OR,1,1,1,2,0,5,2,2,401,0,0,0,0,2,401,0,0
OR,1,1,3,4,0,5,2,1,471,0,0,0,0,1,471,0,0
OR,1,1,0,1,1,5,2,2,407,0,0,0,0,2,407,0,0
OR,1,1,1,2,1,5,2,1,284,0,0,0,0,1,284,0,0
OR,1,1,0,3,2,5,2,1,271,0,0,0,0,1,271,0,0
AND,0,0,0,0,5,5,2,3111,41354,0,0,0,0,3111,41354,0,0
OR,0,0,0,0,5,5,2,44,17056,14,395,0,0,30,16661,0,0
AND,1,0,0,0,5,5,2,25,124,0,0,0,0,25,124,0,0
OR,1,0,0,0,5,5,2,80,29934,33,16390,0,0,47,13544,0,0
OR,1,1,0,0,5,5,2,2,433,0,0,0,0,2,433,0,0
OR,1,1,0,1,5,5,2,1,749,0,0,0,0,1,749,0,0
OR,1,1,2,2,5,5,2,2,1602,0,0,0,0,2,1602,0,0
OR,1,1,3,3,5,5,2,4,1071,0,0,0,0,4,1071,0,0
OR,1,0,4,3,5,5,2,1,220,1,220,0,0,0,0,0,0
OR,1,0,3,4,5,5,2,1,934,0,0,0,0,1,934,0,0
OR,1,1,3,4,5,5,2,1,266,0,0,0,0,1,266,0,0
OR,1,1,4,4,5,5,2,1,558,0,0,0,0,1,558,0,0
OR,1,0,4,5,5,5,2,5,3561,0,0,0,0,5,3561,0,0
OR,1,1,4,5,5,5,2,2,1225,0,0,0,0,2,1225,0,0
OR,1,1,1,2,0,6,2,1,458,0,0,0,0,1,458,0,0
AND,0,0,0,0,5,6,2,116,629,0,0,0,0,116,629,0,0
OR,1,0,0,0,5,6,2,18,6761,13,2630,0,0,5,4131,0,0
OR,1,1,0,0,5,6,2,4,563,0,0,0,0,4,563,0,0
AND,1,1,6,6,5,0,3,8,786,0,0,0,0,8,786,0,0
AND,1,1,6,6,0,1,3,1,20940,0,0,0,0,1,20940,0,0
AND,1,1,6,6,1,1,3,1,53,1,53,0,0,0,0,0,0
AND,1,1,6,6,2,1,3,1,34,0,0,0,0,1,34,0,0
AND,1,1,6,6,3,1,3,1,2843,1,2843,0,0,0,0,0,0
AND,1,1,6,6,4,1,3,1,946,1,946,0,0,0,0,0,0
AND,0,0,0,0,5,1,3,148,2369,0,0,0,0,148,2369,0,0
AND,1,0,6,6,5,1,3,10,17972,2,14344,0,0,8,3628,0,0
AND,1,1,6,6,5,1,3,162,93393,38,59609,0,0,124,33784,0,0
AND,1,1,6,6,0,2,3,2,61,1,38,0,0,1,23,0,0
OR,1,1,6,6,0,2,3,2,749,0,0,0,0,2,749,0,0
AND,1,1,6,6,1,2,3,1,813,1,813,0,0,0,0,0,0
OR,1,1,6,6,1,2,3,7,3560,0,0,0,0,7,3560,0,0
AND,1,1,6,6,2,2,3,5,2534,0,0,0,0,5,2534,0,0
OR,1,1,6,6,2,2,3,2,415,0,0,0,0,2,415,0,0
AND,1,1,6,6,3,2,3,2,82,1,47,0,0,1,35,0,0
OR,1,1,6,6,3,2,3,6,3324,0,0,0,0,6,3324,0,0
AND,1,1,6,6,4,2,3,20,17314,4,166,0,0,16,17148,0,0
OR,1,1,6,6,4,2,3,72,21180,0,0,0,0,72,21180,0,0
AND,0,0,0,0,5,2,3,482,7282,0,0,0,0,482,7282,0,0
AND,1,0,0,0,5,2,3,1,3,0,0,0,0,1,3,0,0
AND,1,0,6,6,5,2,3,47,53949,7,19482,0,0,40,34467,0,0
OR,1,0,6,6,5,2,3,1,320,0,0,0,0,1,320,0,0
AND,1,1,6,6,5,2,3,292,289765,83,115057,0,0,209,174708,0,0
OR,1,1,6,6,5,2,3,68,9447,0,0,0,0,68,9447,0,0
AND,1,1,6,6,0,3,3,3,2230,2,2140,0,0,1,90,0,0
AND,1,1,6,6,1,3,3,8,3198,3,2347,0,0,5,851,0,0
AND,1,1,6,6,2,3,3,8,3627,2,1810,0,0,6,1817,0,0
AND,1,1,6,6,3,3,3,5,8460,1,47,0,0,4,8413,0,0
AND,1,1,6,6,4,3,3,39,29126,14,11434,1,66,24,17626,0,0
OR,1,1,6,6,4,3,3,8,139,0,0,0,0,8,139,0,0
AND,0,0,0,0,5,3,3,248,3953,0,0,0,0,248,3953,0,0
AND,1,0,0,0,5,3,3,8,39,0,0,0,0,8,39,0,0
AND,1,0,6,6,5,3,3,102,59998,5,11700,0,0,97,48298,0,0
AND,1,1,6,6,5,3,3,272,230273,102,111053,4,382,166,118838,0,0
OR,1,1,6,6,5,3,3,16,290,0,0,0,0,16,290,0,0
AND,1,1,6,6,0,4,3,7,1095,0,0,0,0,7,1095,0,0
AND,1,1,6,6,1,4,3,4,1688,1,28,0,0,3,1660,0,0
AND,1,1,6,6,2,4,3,10,4305,3,1894,0,0,7,2411,0,0
AND,1,1,6,6,4,4,3,27,23330,14,7835,0,0,12,10025,1,5470
AND,0,0,0,0,5,4,3,152,7661,0,0,0,0,152,7661,0,0
AND,1,0,6,6,5,4,3,124,58049,9,9901,0,0,115,48148,0,0
AND,1,1,6,6,5,4,3,186,136580,85,58235,3,153,97,78158,1,34
AND,1,1,6,6,1,5,3,1,30,1,30,0,0,0,0,0,0
AND,1,1,6,6,2,5,3,7,4205,5,4137,0,0,2,68,0,0
AND,1,1,6,6,3,5,3,10,3316,10,3316,0,0,0,0,0,0
AND,1,1,6,6,4,5,3,17,9175,13,8005,0,0,4,1170,0,0
AND,0,0,0,0,5,5,3,23,86,0,0,0,0,23,86,0,0
AND,1,0,6,6,5,5,3,46,8210,0,0,0,0,46,8210,0,0
AND,1,1,6,6,5,5,3,93,64449,50,24203,0,0,43,40246,0,0
AND,1,1,6,6,0,6,3,1,32,1,32,0,0,0,0,0,0
AND,1,1,6,6,3,6,3,2,488,2,488,0,0,0,0,0,0
AND,1,1,6,6,4,6,3,18,10890,2,274,0,0,16,10616,0,0
AND,0,0,0,0,5,6,3,34,104,0,0,0,0,34,104,0,0
AND,1,0,6,6,5,6,3,14,1885,0,0,0,0,14,1885,0,0
AND,1,1,6,6,5,6,3,40,26807,30,5316,0,0,10,21491,0,0
OR,1,1,1,5,2,0,5,1,3482,0,0,0,0,1,3482,0,0
OR,1,1,1,5,3,0,5,5,3402,0,0,0,0,5,3402,0,0
OR,1,1,0,4,4,0,5,2,1162,0,0,0,0,2,1162,0,0
OR,1,1,0,5,4,0,5,1,843,0,0,0,0,1,843,0,0
AND,0,0,0,0,5,0,5,1718,125885,3,4805,0,0,1715,121080,0,0
OR,0,0,0,0,5,0,5,625,5204219,17,3648845,0,0,608,1555374,0,0
AND,1,1,1,5,5,0,5,1,692,0,0,0,0,1,692,0,0
AND,1,0,5,5,5,0,5,19,8125,1,6,0,0,18,8119,0,0
AND,0,0,0,0,6,0,5,2,62581,0,0,0,0,2,62581,0,0
OR,1,1,1,2,0,1,5,2,1066,0,0,0,0,2,1066,0,0
OR,1,1,0,4,0,1,5,2,1002,0,0,0,0,2,1002,0,0
OR,1,1,0,5,0,1,5,1,1081,0,0,0,0,1,1081,0,0
OR,1,1,4,5,0,1,5,1,778,0,0,0,0,1,778,0,0
OR,1,1,0,1,1,1,5,2,747,0,0,0,0,2,747,0,0
AND,1,1,0,5,1,1,5,1,875,0,0,0,0,1,875,0,0
OR,1,1,1,5,1,1,5,2,1461,0,0,0,0,2,1461,0,0
AND,1,1,0,5,2,1,5,2,1909,0,0,0,0,2,1909,0,0
AND,1,1,0,4,3,1,5,1,175,0,0,0,0,1,175,0,0
OR,1,1,0,4,3,1,5,1,652,0,0,0,0,1,652,0,0
AND,1,1,0,5,3,1,5,3,1086,0,0,0,0,3,1086,0,0
OR,1,1,1,5,3,1,5,2,1358,0,0,0,0,2,1358,0,0
OR,1,1,0,3,4,1,5,1,332,0,0,0,0,1,332,0,0
OR,1,1,0,4,4,1,5,4,2310,0,0,0,0,4,2310,0,0
AND,1,1,0,5,4,1,5,3,915,0,0,0,0,3,915,0,0
OR,1,1,0,5,4,1,5,1,618,0,0,0,0,1,618,0,0
OR,1,1,1,5,4,1,5,1,497,0,0,0,0,1,497,0,0
AND,0,0,0,0,5,1,5,8005,1040519,439,515350,0,0,7562,525161,4,8
OR,0,0,0,0,5,1,5,15847,12147270,444,3856099,0,0,15401,8291066,2,105
AND,1,0,0,0,5,1,5,157,8267,2,4387,0,0,155,3880,0,0
OR,1,0,0,0,5,1,5,1157,181209,16,33715,0,0,1141,147494,0,0
OR,1,1,0,0,5,1,5,1,13851,1,13851,0,0,0,0,0,0
OR,1,0,0,1,5,1,5,1,716,0,0,0,0,1,716,0,0
OR,0,0,3,1,5,1,5,1,749,0,0,0,0,1,749,0,0
OR,0,0,1,2,5,1,5,20,14462,0,0,0,0,20,14462,0,0
OR,1,0,1,2,5,1,5,7,4811,0,0,0,0,7,4811,0,0
OR,1,1,1,2,5,1,5,1,616,0,0,0,0,1,616,0,0
OR,1,0,2,2,5,1,5,2,1504,0,0,0,0,2,1504,0,0
OR,1,1,0,3,5,1,5,1,297,0,0,0,0,1,297,0,0
OR,0,0,3,3,5,1,5,10,8040,0,0,0,0,10,8040,0,0
OR,1,0,3,3,5,1,5,1,800,0,0,0,0,1,800,0,0
OR,0,0,4,3,5,1,5,1,3553,0,0,0,0,1,3553,0,0
OR,1,0,0,4,5,1,5,1,1078,0,0,0,0,1,1078,0,0
AND,1,1,0,4,5,1,5,1,215,0,0,0,0,1,215,0,0
OR,1,1,0,4,5,1,5,2,793,0,0,0,0,2,793,0,0
OR,1,0,1,4,5,1,5,1,5698,1,5698,0,0,0,0,0,0
OR,0,0,3,4,5,1,5,1,766,0,0,0,0,1,766,0,0
OR,1,0,3,4,5,1,5,3,2357,0,0,0,0,3,2357,0,0
OR,1,0,4,4,5,1,5,2,1069,1,825,0,0,1,244,0,0
AND,1,1,0,5,5,1,5,20,4967,0,0,0,0,20,4967,0,0
OR,1,1,0,5,5,1,5,1,881,0,0,0,0,1,881,0,0
OR,1,0,2,5,5,1,5,2,1787,0,0,0,0,2,1787,0,0
OR,0,0,4,5,5,1,5,4,6577,1,1460,0,0,3,5117,0,0
OR,1,0,4,5,5,1,5,36,26594,0,0,0,0,36,26594,0,0
OR,1,1,4,5,5,1,5,1,533,0,0,0,0,1,533,0,0
AND,1,0,5,5,5,1,5,13,269,0,0,0,0,13,269,0,0
OR,1,0,5,5,5,1,5,13,7112,0,0,0,0,13,7112,0,0
OR,1,1,0,1,0,2,5,5,1080,0,0,0,0,5,1080,0,0
OR,1,1,0,1,1,2,5,2,842,0,0,0,0,2,842,0,0
OR,1,1,0,3,1,2,5,1,188,0,0,0,0,1,188,0,0
OR,1,1,1,4,1,2,5,3,1087,0,0,0,0,3,1087,0,0
OR,1,1,2,4,1,2,5,2,549,0,0,0,0,2,549,0,0
OR,1,1,0,1,2,2,5,1,199,0,0,0,0,1,199,0,0
OR,1,1,0,2,2,2,5,7,1002,0,0,0,0,7,1002,0,0
AND,1,1,0,4,2,2,5,3,343,0,0,0,0,3,343,0,0
OR,1,1,0,4,2,2,5,1,1265,0,0,0,0,1,1265,0,0
AND,1,1,0,5,2,2,5,2,161,0,0,0,0,2,161,0,0
OR,1,1,1,5,2,2,5,1,710,0,0,0,0,1,710,0,0
OR,1,1,0,2,3,2,5,1,273,0,0,0,0,1,273,0,0
OR,1,1,0,3,3,2,5,1,338,0,0,0,0,1,338,0,0
AND,1,1,0,4,3,2,5,1,108,0,0,0,0,1,108,0,0
OR,1,1,0,4,3,2,5,1,667,0,0,0,0,1,667,0,0
AND,1,1,0,5,3,2,5,2,422,0,0,0,0,2,422,0,0
OR,1,1,1,5,3,2,5,1,1045,0,0,0,0,1,1045,0,0
OR,1,1,0,3,4,2,5,1,202,0,0,0,0,1,202,0,0
AND,1,1,0,4,4,2,5,5,708,0,0,0,0,5,708,0,0
OR,1,1,0,4,4,2,5,9,7887,0,0,0,0,9,7887,0,0
OR,1,1,0,5,4,2,5,2,489,0,0,0,0,2,489,0,0
AND,0,0,0,0,5,2,5,2008,579799,249,334624,1,766,1758,244409,0,0
OR,0,0,0,0,5,2,5,15219,3350620,417,828078,0,0,14802,2522542,0,0
AND,1,0,0,0,5,2,5,26,2313,1,2,0,0,25,2311,0,0
OR,1,0,0,0,5,2,5,1892,330974,95,131966,0,0,1797,199008,0,0
OR,1,1,0,0,5,2,5,4,4147,0,0,0,0,4,4147,0,0
OR,1,0,0,1,5,2,5,2,1633,1,748,0,0,1,885,0,0
OR,0,0,3,1,5,2,5,1,2781,1,2781,0,0,0,0,0,0
OR,1,0,3,1,5,2,5,1,632,0,0,0,0,1,632,0,0
