side,clamp,cut_primary,ratio_bucket,gap_bucket,exit_gap_bucket,depth_bucket,rank_bucket,keys,eval_mass,rescued_keys,rescued_mass,drawres_keys,drawres_mass,dead_keys,dead_mass,resbefore_keys,resbefore_mass
AND,0,0,0,0,5,1,0,573391,78023619,1645,9258399,0,0,571746,68765220,0,0
OR,0,0,0,0,5,1,0,30711,12249577,230,443898,0,0,30477,11805170,4,509
AND,1,0,0,0,5,1,0,16286,848575,22,10326,0,0,16264,838249,0,0
OR,1,0,0,0,5,1,0,5520,2156384,43,46416,0,0,5476,2109928,1,40
OR,1,1,0,0,5,1,0,5,2338,0,0,0,0,5,2338,0,0
AND,1,1,0,1,5,1,0,4,1342,0,0,0,0,4,1342,0,0
OR,1,1,0,1,5,1,0,156,130958,0,0,0,0,156,130958,0,0
OR,1,0,1,1,5,1,0,3,1480,0,0,0,0,3,1480,0,0
OR,1,1,1,1,5,1,0,2,1074,0,0,0,0,2,1074,0,0
OR,1,0,2,1,5,1,0,2,1545,0,0,0,0,2,1545,0,0
OR,1,1,2,1,5,1,0,1,488,0,0,0,0,1,488,0,0
OR,0,0,3,1,5,1,0,6,4141,0,0,0,0,6,4141,0,0
OR,1,0,3,1,5,1,0,2,223,0,0,0,0,2,223,0,0
OR,1,0,0,2,5,1,0,1,2071,0,0,0,0,1,2071,0,0
AND,1,1,0,2,5,1,0,38,14655,0,0,0,0,38,14655,0,0
OR,1,1,0,2,5,1,0,241,174299,0,0,0,0,241,174299,0,0
OR,1,0,3,2,5,1,0,3,1667,0,0,0,0,3,1667,0,0
OR,1,0,4,2,5,1,0,1,76,0,0,0,0,1,76,0,0
AND,0,0,0,3,5,1,0,1,2,0,0,0,0,1,2,0,0
AND,1,0,0,3,5,1,0,5,1836,0,0,0,0,5,1836,0,0
AND,1,1,0,3,5,1,0,703,70523,0,0,0,0,703,70523,0,0
OR,1,1,0,3,5,1,0,144,103716,0,0,0,0,144,103716,0,0
OR,1,0,3,3,5,1,0,1,270,0,0,0,0,1,270,0,0
OR,1,1,3,3,5,1,0,8,2133,0,0,0,0,8,2133,0,0
OR,0,0,4,3,5,1,0,1,668,1,668,0,0,0,0,0,0
AND,0,0,0,4,5,1,0,14,13701,0,0,0,0,14,13701,0,0
AND,1,0,0,4,5,1,0,54,37072,0,0,0,0,54,37072,0,0
AND,1,1,0,4,5,1,0,2417,351873,0,0,0,0,2417,351873,0,0
OR,1,1,0,4,5,1,0,62,51313,0,0,0,0,62,51313,0,0
OR,1,0,1,4,5,1,0,2,1570,0,0,0,0,2,1570,0,0
AND,1,1,1,4,5,1,0,2,243,0,0,0,0,2,243,0,0
OR,1,1,1,4,5,1,0,61,74957,0,0,0,0,61,74957,0,0
OR,1,0,2,4,5,1,0,2,1244,0,0,0,0,2,1244,0,0
OR,1,1,2,4,5,1,0,2,980,0,0,0,0,2,980,0,0
OR,1,0,3,4,5,1,0,11,10816,0,0,0,0,11,10816,0,0
OR,1,1,3,4,5,1,0,5,4561,0,0,0,0,5,4561,0,0
OR,1,0,4,4,5,1,0,62,50974,1,4465,0,0,61,46509,0,0
OR,1,1,4,4,5,1,0,10,32544,0,0,0,0,10,32544,0,0
AND,1,0,0,5,5,1,0,3,1482,0,0,0,0,3,1482,0,0
AND,1,1,0,5,5,1,0,112,43582,1,99,0,0,111,43483,0,0
AND,0,0,1,5,5,1,0,1,283,0,0,0,0,1,283,0,0
AND,1,0,1,5,5,1,0,16,3620,0,0,0,0,16,3620,0,0
AND,1,1,1,5,5,1,0,118,27442,1,6,0,0,117,27436,0,0
OR,1,1,1,5,5,1,0,1,614,0,0,0,0,1,614,0,0
AND,1,0,2,5,5,1,0,15,6590,0,0,0,0,15,6590,0,0
AND,1,1,2,5,5,1,0,100,22871,0,0,0,0,100,22871,0,0
OR,1,1,2,5,5,1,0,1,574,0,0,0,0,1,574,0,0
OR,1,0,3,5,5,1,0,1,1614,0,0,0,0,1,1614,0,0
AND,1,1,3,5,5,1,0,38,3226,1,3,0,0,37,3223,0,0
OR,1,0,4,5,5,1,0,72,90730,2,7294,0,0,70,83436,0,0
AND,1,1,4,5,5,1,0,3,12633,0,0,0,0,3,12633,0,0
OR,1,1,4,5,5,1,0,10,6392,0,0,0,0,10,6392,0,0
AND,0,0,5,5,5,1,0,12,6372,0,0,0,0,12,6372,0,0
AND,1,0,5,5,5,1,0,3569,1021878,45,54711,0,0,3523,967013,1,154
OR,1,0,5,5,5,1,0,27,17710,0,0,0,0,27,17710,0,0
OR,1,1,0,0,0,2,0,21,8804,0,0,0,0,21,8804,0,0
OR,1,1,0,1,0,2,0,12,4215,0,0,0,0,12,4215,0,0
OR,1,1,1,1,0,2,0,11,3891,1,408,0,0,10,3483,0,0
OR,1,1,0,2,0,2,0,1,165,0,0,0,0,1,165,0,0
OR,1,1,1,2,0,2,0,5,1676,0,0,0,0,5,1676,0,0
OR,1,1,2,2,0,2,0,3,1013,0,0,0,0,3,1013,0,0
OR,1,1,2,3,0,2,0,1,321,0,0,0,0,1,321,0,0
OR,1,1,3,3,0,2,0,2,335,0,0,0,0,2,335,0,0
AND,1,1,0,4,0,2,0,2,4,0,0,0,0,2,4,0,0
OR,1,1,2,4,0,2,0,5,2796,0,0,0,0,5,2796,0,0
OR,1,1,3,4,0,2,0,7,2017,0,0,0,0,7,2017,0,0
OR,1,1,4,4,0,2,0,1,190,0,0,0,0,1,190,0,0
OR,1,1,4,5,0,2,0,4,2307,0,0,0,0,4,2307,0,0
OR,1,1,0,0,1,2,0,28,31567,0,0,0,0,28,31567,0,0
OR,1,1,0,1,1,2,0,30,9313,0,0,0,0,30,9313,0,0
OR,1,1,1,1,1,2,0,1,265,0,0,0,0,1,265,0,0
OR,1,1,0,2,1,2,0,6,4987,0,0,0,0,6,4987,0,0
OR,1,1,1,2,1,2,0,8,3039,0,0,0,0,8,3039,0,0
AND,1,1,0,3,1,2,0,1,241,0,0,0,0,1,241,0,0
OR,1,1,2,3,1,2,0,3,1023,0,0,0,0,3,1023,0,0
OR,1,1,1,4,1,2,0,4,1855,0,0,0,0,4,1855,0,0
OR,1,1,2,4,1,2,0,6,3124,0,0,0,0,6,3124,0,0
OR,1,1,3,4,1,2,0,1,284,0,0,0,0,1,284,0,0
OR,1,1,3,5,1,2,0,1,798,0,0,0,0,1,798,0,0
OR,1,1,0,0,2,2,0,53,18659,0,0,0,0,53,18659,0,0
OR,1,1,0,1,2,2,0,57,17413,0,0,0,0,57,17413,0,0
OR,1,1,0,2,2,2,0,3,19074,0,0,0,0,3,19074,0,0
OR,1,1,1,2,2,2,0,4,1467,0,0,0,0,4,1467,0,0
OR,1,1,0,3,2,2,0,2,1311,0,0,0,0,2,1311,0,0
OR,1,1,1,3,2,2,0,1,394,0,0,0,0,1,394,0,0
AND,1,1,0,4,2,2,0,1,2,0,0,0,0,1,2,0,0
OR,1,1,1,4,2,2,0,8,5672,0,0,0,0,8,5672,0,0
OR,1,1,2,4,2,2,0,13,6138,0,0,0,0,13,6138,0,0
OR,1,1,3,4,2,2,0,2,765,0,0,0,0,2,765,0,0
OR,1,1,3,5,2,2,0,3,3562,0,0,0,0,3,3562,0,0
OR,1,1,0,0,3,2,0,45,9760,0,0,0,0,45,9760,0,0
OR,1,1,0,1,3,2,0,57,16389,0,0,0,0,57,16389,0,0
OR,1,1,0,2,3,2,0,10,4299,0,0,0,0,10,4299,0,0
OR,1,1,0,3,3,2,0,6,4022,0,0,0,0,6,4022,0,0
OR,1,1,1,3,3,2,0,4,1684,0,0,0,0,4,1684,0,0
OR,1,1,1,4,3,2,0,11,6377,0,0,0,0,11,6377,0,0
OR,1,1,2,4,3,2,0,8,4164,0,0,0,0,8,4164,0,0
OR,1,1,3,5,3,2,0,1,636,0,0,0,0,1,636,0,0
OR,1,1,0,0,4,2,0,54,13247,0,0,0,0,54,13247,0,0
OR,1,1,0,1,4,2,0,124,54352,0,0,0,0,124,54352,0,0
AND,1,1,0,2,4,2,0,2,221,0,0,0,0,2,221,0,0
OR,1,1,0,2,4,2,0,133,59570,0,0,0,0,133,59570,0,0
AND,1,1,0,3,4,2,0,1,154,0,0,0,0,1,154,0,0
OR,1,1,0,3,4,2,0,46,33441,0,0,0,0,46,33441,0,0
OR,1,1,1,3,4,2,0,5,4270,0,0,0,0,5,4270,0,0
AND,1,1,0,4,4,2,0,4,736,0,0,0,0,4,736,0,0
OR,1,1,0,4,4,2,0,16,12529,0,0,0,0,16,12529,0,0
OR,1,1,1,4,4,2,0,114,82235,0,0,0,0,114,82235,0,0
OR,1,1,2,4,4,2,0,14,9642,0,0,0,0,14,9642,0,0
AND,1,1,2,5,4,2,0,1,283,0,0,0,0,1,283,0,0
OR,1,1,2,5,4,2,0,7,4569,0,0,0,0,7,4569,0,0
AND,0,0,0,0,5,2,0,272659,17980991,2018,4017279,3,7905,270634,13955790,4,17
OR,0,0,0,0,5,2,0,28964,4372530,307,402732,0,0,28652,3969293,5,505
AND,1,0,0,0,5,2,0,8034,378982,27,75072,0,0,8007,303910,0,0
OR,1,0,0,0,5,2,0,8981,1042325,136,65598,0,0,8845,976727,0,0
OR,1,1,0,0,5,2,0,12,64038,3,61091,0,0,9,2947,0,0
OR,0,0,0,1,5,2,0,1,150,0,0,0,0,1,150,0,0
OR,1,0,0,1,5,2,0,1,153,0,0,0,0,1,153,0,0
AND,1,1,0,1,5,2,0,5,237,0,0,0,0,5,237,0,0
OR,1,1,0,1,5,2,0,45,28124,0,0,0,0,45,28124,0,0
OR,0,0,1,1,5,2,0,1,482,0,0,0,0,1,482,0,0
OR,1,0,1,1,5,2,0,10,6052,0,0,0,0,10,6052,0,0
OR,1,1,1,1,5,2,0,11,12573,0,0,0,0,11,12573,0,0
OR,0,0,2,1,5,2,0,1,831,0,0,0,0,1,831,0,0
OR,1,0,2,1,5,2,0,1,430,0,0,0,0,1,430,0,0
OR,1,1,2,1,5,2,0,4,929,0,0,0,0,4,929,0,0
OR,0,0,3,1,5,2,0,5,1705,0,0,0,0,5,1705,0,0
OR,1,0,3,1,5,2,0,1,22,0,0,0,0,1,22,0,0
AND,1,1,0,2,5,2,0,15,2260,0,0,0,0,15,2260,0,0
OR,1,1,0,2,5,2,0,87,56658,0,0,0,0,87,56658,0,0
OR,0,0,1,2,5,2,0,1,521,0,0,0,0,1,521,0,0
OR,1,1,1,2,5,2,0,2,576,0,0,0,0,2,576,0,0
OR,0,0,2,2,5,2,0,2,657,0,0,0,0,2,657,0,0
OR,1,0,2,2,5,2,0,1,156,0,0,0,0,1,156,0,0
OR,1,1,2,2,5,2,0,2,649,0,0,0,0,2,649,0,0
OR,0,0,3,2,5,2,0,3,1314,1,377,0,0,2,937,0,0
OR,1,0,3,2,5,2,0,5,2200,0,0,0,0,5,2200,0,0
OR,1,1,3,2,5,2,0,7,2337,0,0,0,0,7,2337,0,0
OR,0,0,4,2,5,2,0,3,1474,0,0,0,0,3,1474,0,0
OR,1,0,4,2,5,2,0,2,378,0,0,0,0,2,378,0,0
AND,0,0,0,3,5,2,0,1,1479,0,0,0,0,1,1479,0,0
OR,0,0,0,3,5,2,0,1,1036,0,0,0,0,1,1036,0,0
AND,1,0,0,3,5,2,0,2,7,0,0,0,0,2,7,0,0
AND,1,1,0,3,5,2,0,42,3121,0,0,0,0,42,3121,0,0
OR,1,1,0,3,5,2,0,93,61296,0,0,0,0,93,61296,0,0
OR,1,0,1,3,5,2,0,3,1886,0,0,0,0,3,1886,0,0
OR,1,0,3,3,5,2,0,6,1459,0,0,0,0,6,1459,0,0
OR,1,1,3,3,5,2,0,24,5750,0,0,0,0,24,5750,0,0
OR,0,0,4,3,5,2,0,1,1030,1,1030,0,0,0,0,0,0
OR,1,0,4,3,5,2,0,9,4410,0,0,0,0,9,4410,0,0
AND,0,0,0,4,5,2,0,10,3876,0,0,0,0,10,3876,0,0
AND,1,0,0,4,5,2,0,2,821,0,0,0,0,2,821,0,0
AND,1,1,0,4,5,2,0,205,10641,0,0,0,0,205,10641,0,0
OR,1,1,0,4,5,2,0,36,30325,0,0,0,0,36,30325,0,0
OR,1,1,1,4,5,2,0,28,20033,0,0,0,0,28,20033,0,0
OR,1,0,2,4,5,2,0,6,6415,0,0,0,0,6,6415,0,0
OR,1,0,3,4,5,2,0,6,3685,0,0,0,0,6,3685,0,0
OR,1,1,3,4,5,2,0,4,6514,0,0,0,0,4,6514,0,0
OR,1,0,4,4,5,2,0,43,18859,0,0,0,0,43,18859,0,0
OR,1,1,4,4,5,2,0,15,6176,0,0,0,0,15,6176,0,0
AND,1,1,0,5,5,2,0,4,16,1,6,0,0,3,10,0,0
AND,1,1,1,5,5,2,0,10,2833,0,0,0,0,10,2833,0,0
AND,1,1,2,5,5,2,0,13,41,0,0,0,0,13,41,0,0
OR,1,0,3,5,5,2,0,2,2195,0,0,0,0,2,2195,0,0
AND,1,1,3,5,5,2,0,1,76,0,0,0,0,1,76,0,0
OR,1,0,4,5,5,2,0,38,37470,2,10225,0,0,36,27245,0,0
OR,1,1,4,5,5,2,0,10,8393,1,696,0,0,9,7697,0,0
AND,0,0,5,5,5,2,0,9,3006,0,0,0,0,9,3006,0,0
AND,1,0,5,5,5,2,0,541,82039,13,17243,1,275,526,64503,1,18
OR,1,0,5,5,5,2,0,6,4960,0,0,0,0,6,4960,0,0
OR,1,1,0,0,0,3,0,12,4679,0,0,0,0,12,4679,0,0
OR,1,1,0,1,0,3,0,3,1277,0,0,0,0,3,1277,0,0
OR,1,1,1,1,0,3,0,10,3319,1,476,0,0,9,2843,0,0
OR,1,1,2,2,0,3,0,3,1710,0,0,0,0,3,1710,0,0
OR,1,1,1,3,0,3,0,4,1223,0,0,0,0,4,1223,0,0
OR,1,1,3,3,0,3,0,2,541,0,0,0,0,2,541,0,0
OR,1,1,3,4,0,3,0,2,820,0,0,0,0,2,820,0,0
OR,1,1,4,5,0,3,0,2,1175,0,0,0,0,2,1175,0,0
OR,1,1,0,0,1,3,0,23,6707,0,0,0,0,23,6707,0,0
OR,1,1,0,1,1,3,0,3,1130,0,0,0,0,3,1130,0,0
OR,1,1,1,1,1,3,0,7,1896,0,0,0,0,7,1896,0,0
OR,1,1,0,2,1,3,0,1,408,0,0,0,0,1,408,0,0
OR,1,1,1,2,1,3,0,2,625,0,0,0,0,2,625,0,0
OR,1,1,2,2,1,3,0,2,685,0,0,0,0,2,685,0,0
OR,1,1,2,3,1,3,0,2,413,0,0,0,0,2,413,0,0
OR,1,1,0,0,2,3,0,12,2829,0,0,0,0,12,2829,0,0
OR,1,1,0,1,2,3,0,4,1403,0,0,0,0,4,1403,0,0
OR,1,1,0,2,2,3,0,1,679,0,0,0,0,1,679,0,0
OR,1,1,2,3,2,3,0,1,445,0,0,0,0,1,445,0,0
OR,1,1,0,0,3,3,0,9,2287,0,0,0,0,9,2287,0,0
OR,1,1,0,1,3,3,0,5,729,0,0,0,0,5,729,0,0
OR,1,1,0,2,3,3,0,1,523,0,0,0,0,1,523,0,0
OR,1,1,1,3,3,3,0,1,598,0,0,0,0,1,598,0,0
OR,1,1,0,0,4,3,0,8,2141,0,0,0,0,8,2141,0,0
OR,1,1,0,1,4,3,0,6,841,0,0,0,0,6,841,0,0
OR,1,1,0,2,4,3,0,7,3358,0,0,0,0,7,3358,0,0
AND,1,1,0,3,4,3,0,1,5,0,0,0,0,1,5,0,0
OR,1,1,0,3,4,3,0,2,1136,0,0,0,0,2,1136,0,0
OR,1,1,1,4,4,3,0,4,4759,0,0,0,0,4,4759,0,0
OR,1,1,3,5,4,3,0,1,567,0,0,0,0,1,567,0,0
AND,0,0,0,0,5,3,0,61526,4097897,598,994256,5,21241,60922,3082397,1,3
OR,0,0,0,0,5,3,0,3488,1481455,130,871741,0,0,3358,609714,0,0
AND,1,0,0,0,5,3,0,1527,186842,5,21,0,0,1522,186821,0,0
OR,1,0,0,0,5,3,0,2299,649857,91,261100,0,0,2207,388291,1,466
OR,1,1,0,0,5,3,0,34,52162,2,23410,0,0,32,28752,0,0
OR,1,0,0,1,5,3,0,1,708,0,0,0,0,1,708,0,0
OR,1,1,0,1,5,3,0,3,1522,0,0,0,0,3,1522,0,0
OR,1,0,1,1,5,3,0,3,2001,0,0,0,0,3,2001,0,0
OR,1,1,1,1,5,3,0,1,396,0,0,0,0,1,396,0,0
OR,0,0,2,1,5,3,0,1,3080,1,3080,0,0,0,0,0,0
OR,1,0,2,1,5,3,0,10,5446,0,0,0,0,10,5446,0,0
OR,1,1,2,1,5,3,0,87,19458,0,0,0,0,87,19458,0,0
OR,1,0,3,1,5,3,0,2,1931,0,0,0,0,2,1931,0,0
OR,1,1,0,2,5,3,0,6,2692,0,0,0,0,6,2692,0,0
OR,1,0,2,2,5,3,0,3,1080,0,0,0,0,3,1080,0,0
OR,1,1,2,2,5,3,0,3,829,0,0,0,0,3,829,0,0
OR,1,0,3,2,5,3,0,4,1310,0,0,0,0,4,1310,0,0
OR,1,1,3,2,5,3,0,11,3114,0,0,0,0,11,3114,0,0
OR,1,0,4,2,5,3,0,4,2480,2,1303,0,0,2,1177,0,0
AND,1,1,0,3,5,3,0,1,446,0,0,0,0,1,446,0,0
OR,1,1,0,3,5,3,0,2,1086,0,0,0,0,2,1086,0,0
OR,1,1,2,3,5,3,0,1,257,0,0,0,0,1,257,0,0
OR,1,1,3,3,5,3,0,7,2975,0,0,0,0,7,2975,0,0
AND,0,0,0,4,5,3,0,1,94,1,94,0,0,0,0,0,0
AND,1,1,0,4,5,3,0,8,480,1,2,0,0,7,478,0,0
OR,1,1,1,4,5,3,0,3,2186,0,0,0,0,3,2186,0,0
OR,1,1,2,4,5,3,0,1,505,0,0,0,0,1,505,0,0
OR,1,0,3,4,5,3,0,1,433,0,0,0,0,1,433,0,0
OR,1,1,3,4,5,3,0,2,689,0,0,0,0,2,689,0,0
AND,1,0,4,4,5,3,0,1,84,0,0,0,0,1,84,0,0
OR,1,0,4,4,5,3,0,3,331,0,0,0,0,3,331,0,0
OR,1,1,4,4,5,3,0,2,797,0,0,0,0,2,797,0,0
AND,1,1,0,5,5,3,0,1,5,0,0,0,0,1,5,0,0
OR,1,0,4,5,5,3,0,3,1993,0,0,0,0,3,1993,0,0
OR,1,1,4,5,5,3,0,2,1572,0,0,0,0,2,1572,0,0
AND,0,0,5,5,5,3,0,2,5,0,0,0,0,2,5,0,0
AND,1,0,5,5,5,3,0,30,2275,0,0,2,281,28,1994,0,0
OR,1,0,5,5,5,3,0,1,10,0,0,0,0,1,10,0,0
OR,1,1,0,0,0,4,0,8,3212,0,0,0,0,8,3212,0,0
OR,1,1,1,1,0,4,0,14,4750,0,0,0,0,14,4750,0,0
OR,1,1,2,2,0,4,0,4,1193,0,0,0,0,4,1193,0,0
OR,1,1,3,3,0,4,0,2,430,0,0,0,0,2,430,0,0
OR,1,1,3,5,0,4,0,1,407,0,0,0,0,1,407,0,0
OR,1,1,0,0,1,4,0,12,2814,0,0,0,0,12,2814,0,0
OR,1,1,1,1,1,4,0,6,2303,0,0,0,0,6,2303,0,0
OR,1,1,2,2,1,4,0,4,1376,0,0,0,0,4,1376,0,0
OR,1,1,2,3,1,4,0,2,630,0,0,0,0,2,630,0,0
OR,1,1,0,0,2,4,0,12,3213,0,0,0,0,12,3213,0,0
OR,1,1,0,1,2,4,0,8,3700,0,0,0,0,8,3700,0,0
OR,1,1,2,3,2,4,0,3,1922,0,0,0,0,3,1922,0,0
OR,1,1,0,0,3,4,0,6,1836,0,0,0,0,6,1836,0,0
OR,1,1,0,1,3,4,0,2,1001,0,0,0,0,2,1001,0,0
OR,1,1,0,0,4,4,0,2,532,0,0,0,0,2,532,0,0
OR,1,1,0,1,4,4,0,5,1970,0,0,0,0,5,1970,0,0
AND,1,1,0,4,4,4,0,1,2,0,0,0,0,1,2,0,0
AND,0,0,0,0,5,4,0,45162,2515641,197,565296,1,17505,44964,1932840,0,0
OR,0,0,0,0,5,4,0,394,726907,57,490331,0,0,337,236576,0,0
AND,1,0,0,0,5,4,0,827,12124,3,343,0,0,824,11781,0,0
OR,1,0,0,0,5,4,0,1289,761078,145,334869,0,0,1144,426209,0,0
OR,1,1,0,0,5,4,0,36,13684,2,1674,0,0,34,12010,0,0
OR,1,0,1,1,5,4,0,1,555,0,0,0,0,1,555,0,0
OR,1,1,1,1,5,4,0,10,5779,0,0,0,0,10,5779,0,0
OR,1,0,2,1,5,4,0,5,2012,1,566,0,0,4,1446,0,0
OR,1,1,2,1,5,4,0,33,29967,4,6078,0,0,29,23889,0,0
OR,0,0,3,1,5,4,0,1,819,1,819,0,0,0,0,0,0
OR,1,0,3,1,5,4,0,1,1020,0,0,0,0,1,1020,0,0
AND,1,1,0,2,5,4,0,1,52,0,0,0,0,1,52,0,0
OR,1,1,2,2,5,4,0,4,754,0,0,0,0,4,754,0,0
OR,1,1,3,2,5,4,0,7,3185,1,479,0,0,6,2706,0,0
OR,1,0,4,2,5,4,0,5,51018,0,0,0,0,5,51018,0,0
AND,0,0,0,3,5,4,0,1,2,0,0,0,0,1,2,0,0
AND,1,1,0,3,5,4,0,2,4,0,0,0,0,2,4,0,0
OR,1,0,3,3,5,4,0,1,428,0,0,0,0,1,428,0,0
OR,1,1,3,3,5,4,0,4,2509,0,0,0,0,4,2509,0,0
OR,1,0,4,3,5,4,0,1,4321,0,0,0,0,1,4321,0,0
AND,0,0,0,4,5,4,0,2,4,0,0,0,0,2,4,0,0
